player,ball lands,ball hit from,stroke type,ball hit to,in/out,forced/unforced,double fault,end of point,end of game,end of set,end of match
N,Z7,Z13,BT,Z10,in,,,,,,
F,Z10,Z13,BL,Z12,long,unforced,,yes,,,
F,,Z12,S,,net,,,,,,
F,,Z12,S,Z2,in,,,,,,
N,Z2,Z11,BT,Z9,in,,,,,,
F,Z9,Z13,FT,,net,unforced,,yes,,,
F,,Z13,S,Z4,in,,,,,,
N,Z4,Z13,BS,Z4,in,,,,,,
F,Z4,Z9,FT,,wide,unforced,,yes,,,
N,,Z12,S,Z3,in,,,,,,
F,Z3,Z12,BT,,net,unforced,,yes,,,
N,,Z13,S,Z10,long,,,,,,
N,,Z13,S,Z5,in,,,,,,
F,Z5,Z10,BT,,net,unforced,,yes,,,
N,,Z12,S,Z3,in,,,,,,
F,Z3,Z12,BT,Z10,in,,,,,,
N,Z10,Z13,FT,Z7,in,,,,,,
F,Z7,Z12,FT,Z12,long,forced,,yes,,,
N,,Z13,S,Z6,wide,,,,,,
N,,Z13,S,Z5,in,,,,,,
F,Z5,Z14,BS,,net,unforced,,yes,yes,yes,
F,,Z12,S,Z1,wide,,,,,,
F,,Z12,S,Z1,in,,,,,,
N,Z1,Z11,BT,,net,unforced,,yes,,,
F,,Z13,S,Z5,in,,,,,,
N,Z5,,,,no hit,forced,,yes,,,
F,,Z12,S,Z3,in,,,,,,
N,Z3,,,,no hit,forced,,yes,,,
F,,Z13,S,Z4,in,,,,,,
N,Z4,Z13,BT,Z16,in,,,,,,
F,Z16,Z16,FV,Z7,in,,,,,,
N,Z7,Z11,BT,Z16,in,,,,,,
F,,Z16,FV,Z6,in,,,,,,
N,Z6,,,,no hit,forced,,yes,yes,,
N,,Z12,S,Z7,long,,,,,,
N,,Z12,S,Z8,long,,yes,yes,,,
N,,Z13,S,Z4,in,,,,,,
F,Z4,,,,no hit,forced,,yes,,,
N,,Z12,S,Z2,in,,,,,,
F,Z2,Z12,FT,Z9,in,,,,,,
N,Z9,Z13,FT,Z8,in,,,,,,
F,Z8,Z13,FT,Z9,in,,,,,,
N,Z9,Z13,FT,Z7,in,,,,,,
F,Z7,Z12,FT,Z12,in,,,,,,
N,Z12,Z12,BT,Z10,in,,,,,,
F,Z10,Z13,BT,Z8,in,,,,,,
N,Z8,Z12,BT,Z8,in,,,,,,
F,Z8,Z12,FT,Z10,in,,,,,,
N,Z10,Z13,FT,Z5,in,,,,,,
F,Z5,Z14,BT,Z14,long,forced,,yes,,,
N,,Z13,S,Z4,in,,,,,,
F,Z4,Z13,FT,,net,unforced,,yes,,,
N,,Z12,S,Z3,in,,,,,,
F,Z3,Z12,BT,,net,forced,,yes,yes,,
F,,Z12,S,Z1,in,,,,,,
N,Z1,Z11,BT,,net,forced,,yes,,,
F,,Z13,S,Z4,in,,,,,,
N,Z4,Z13,BT,,net,forced,,yes,,,
F,,Z12,S,Z2,in,,,,,,
N,Z2,Z11,BT,,net,forced,,yes,,,
F,,Z13,S,Z3,in,,,,,,
N,Z3,,,,no hit,forced,,yes,yes,,
N,,Z12,S,Z2,in,,,,,,
F,Z2,Z11,FT,Z11,long,forced,,yes,,,
N,,Z13,S,Z4,let,,,,,,
N,,Z13,S,Z4,in,,,,,,
F,Z4,Z13,FT,Z8,in,,,,,,
N,Z8,Z12,FT,Z9,in,,,,,,
F,Z9,Z13,BT,Z11,in,,,,,,
N,Z11,Z12,BT,Z5,in,,,,,,
F,Z5,Z13,BT,Z7,in,,,,,,
N,Z7,Z12,BT,Z12,long,unforced,,yes,,,
N,,Z12,S,Z2,in,,,,,,
F,Z2,Z11,FL,Z12,long,forced,,yes,,,
N,,Z13,S,,net,,,,,,
N,,Z13,S,Z5,in,,,,,,
F,Z5,Z14,FT,Z8,in,,,,,,
N,Z8,Z12,BT,Z11,in,,,,,,
F,Z11,Z11,FT,Z10,in,,,,,,
N,Z10,Z14,FT,Z5,in,,,,,,
F,Z5,Z14,BT,Z7,in,,,,,,
N,Z7,,,,no hit,forced,,yes,,,
N,,Z12,S,Z2,in,,,,,,
F,Z2,Z11,FT,Z8,in,,,,,,
N,Z8,Z12,FT,Z8,in,,,,,,
F,Z8,Z12,FT,Z10,in,,,,,,
N,Z10,Z14,FT,Z7,in,,,,,,
F,Z7,Z11,FT,Z7,in,,,,,,
N,Z7,,,,no hit,forced,,yes,,,
N,,Z13,S,Z4,in,,,,,,
F,Z4,Z13,FT,Z8,in,,,,,,
N,Z8,Z12,FT,Z8,in,,,,,,
F,Z8,Z13,FT,Z8,in,,,,,,
N,Z8,Z12,BT,Z10,in,,,,,,
F,Z10,Z14,FS,Z17,in,,,,,,
N,Z17,Z16,FV,Z1,in,,,,,,
F,Z1,Z7,FT,Z17,in,,,,,,
N,Z17,Z17,FV,Z4,in,,,,,,
F,Z4,Z8,BT,Z10,in,,,,,,
N,Z10,Z10,FT,Z16,in,,,,,,
F,Z16,Z16,BV,Z7,in,,,,,,
N,Z7,,,,no hit,forced,,yes,yes,,
F,,Z12,S,Z2,in,,,,,,
N,Z2,Z12,FT,Z8,in,,,,,,
F,Z8,Z12,FT,Z9,in,,,,,,
N,Z9,Z13,FT,Z10,in,,,,,,
F,Z10,Z13,BT,Z9,in,,,,,,
N,Z9,Z13,FT,Z5,in,,,,,,
F,Z5,Z14,BS,Z5,in,,,,,,
N,Z5,Z10,FT,Z8,in,,,,,,
F,Z8,Z12,FT,Z9,in,,,,,,
N,Z9,Z13,FT,Z9,in,,,,,,
F,Z9,Z13,BT,Z8,in,,,,,,
N,Z8,Z12,FT,Z7,in,,,,,,
F,Z7,,,,no hit,forced,,yes,,,
F,,Z13,S,Z5,in,,,,,,
N,Z5,Z14,FT,Z5,in,,,,,,
F,Z5,Z9,BS,Z7,in,,,,,,
N,Z7,Z11,BT,Z17,in,,,,,,
F,Z17,Z17,BV,,net,forced,,yes,,,
F,,Z12,S,Z8,long,,,,,,
F,,Z12,S,Z2,in,,,,,,
N,Z2,Z11,BT,Z13,long,forced,,yes,,,
F,,Z13,S,Z10,long,,,,,,
F,,Z13,S,Z10,long,,yes,yes,,,
F,,Z12,S,Z2,in,,,,,,
N,Z2,Z11,BL,Z19,in,,,,,,
F,Z19,Z19,FO,Z8,in,,,,,,
N,Z8,,,,no hit,forced,,yes,,,
F,,Z13,S,Z8,long,,,,,,
F,,Z13,S,Z4,in,,,,,,
N,Z4,Z13,FT,Z9,in,,,,,,
F,Z9,Z14,FT,Z12,in,,,,,,
N,Z12,Z12,FT,Z5,in,,,,,,
F,Z5,Z13,BT,Z10,in,,,,,,
N,Z10,Z14,FT,Z5,in,,,,,,
F,Z5,Z14,BT,Z10,in,,,,,,
N,Z10,Z14,FT,Z14,in,,,,,,
F,Z14,Z14,BT,Z8,in,,,,,,
N,Z8,Z8,FT,Z2,in,,,,,,
F,Z2,Z11,FT,Z7,in,,,,,,
N,Z7,Z11,BT,Z9,in,,,,,,
F,Z9,Z13,BT,Z8,in,,,,,,
N,Z8,Z12,FT,Z10,in,,,,,,
F,Z10,Z14,BS,Z8,in,,,,,,
N,Z8,Z11,FT,Z7,in,,,,,,
F,Z7,Z11,FT,Z7,in,,,,,,
N,Z7,Z12,BT,Z7,in,,,,,,
F,Z7,Z11,FT,Z13,in,,,,,,
N,Z13,Z12,FT,Z9,in,,,,,,
F,Z9,Z13,BS,Z8,in,,,,,,
N,Z8,Z12,FT,Z8,in,,,,,,
F,Z8,Z12,FT,Z7,in,,,,,,
N,Z7,Z11,BT,Z13,long,unforced,,yes,,,
F,,Z12,S,Z2,in,,,,,,
N,Z2,Z11,BT,Z13,in,,,,,,
F,Z13,Z13,BT,,net,forced,,yes,,,
F,,Z13,S,Z5,let,,,,,,
F,,Z13,S,Z4,in,,,,,,
N,Z4,Z13,BT,Z5,in,,,,,,
F,Z5,Z10,FT,Z7,in,,,,,,
N,Z7,Z12,BT,,net,forced,,yes,,,
F,,Z12,S,,net,,,,,,
F,,Z12,S,Z2,in,,,,,,
N,Z2,Z11,FT,Z5,in,,,,,,
F,Z5,Z13,BT,Z8,in,,,,,,
N,Z8,Z12,BT,Z5,in,,,,,,
F,Z5,Z13,BT,Z7,in,,,,,,
N,Z7,Z12,BT,Z3,in,,,,,,
F,Z3,Z12,FT,Z8,in,,,,,,
N,Z8,Z12,BT,Z4,in,,,,,,
F,Z4,Z13,FT,Z7,in,,,,,,
N,Z7,Z11,BT,Z10,in,,,,,,
F,Z10,Z13,FT,Z5,in,,,,,,
N,Z5,Z13,FT,Z10,in,,,,,,
F,Z10,Z13,BT,Z9,in,,,,,,
N,Z9,Z12,FT,Z7,in,,,,,,
F,Z7,Z12,FT,Z2,in,,,,,,
N,Z2,Z12,BT,Z8,in,,,,,,
F,Z8,Z12,FT,Z8,in,,,,,,
N,Z8,Z12,FT,Z10,in,,,,,,
F,Z10,Z13,BT,Z8,in,,,,,,
N,Z8,Z12,FT,Z10,in,,,,,,
F,Z10,Z13,BT,Z14,in,,,,,,
N,Z14,Z14,FT,Z8,in,,,,,,
F,Z8,Z13,FT,Z8,in,,,,,,
N,Z8,Z12,BT,Z13,in,,,,,,
F,Z13,Z13,BT,Z8,in,,,,,,
N,Z8,Z12,FT,Z7,wide,unforced,,yes,,,
F,,Z13,S,Z5,in,,,,,,
N,Z5,Z13,BT,Z9,in,,,,,,
F,Z9,Z13,FT,Z7,in,,,,,,
N,Z7,Z11,BT,Z10,in,,,,,,
F,Z10,Z13,BT,Z10,in,,,,,,
N,Z10,Z14,FT,,net,forced,,yes,yes,,
N,,Z12,S,,net,,,,,,
N,,Z12,S,Z2,in,,,,,,
F,Z2,Z12,FT,Z2,in,,,,,,
N,Z2,Z11,BT,Z8,in,,,,,,
F,Z8,Z12,FT,Z10,in,,,,,,
N,Z10,Z13,FT,Z2,in,,,,,,
F,Z2,Z12,FT,Z7,in,,,,,,
N,Z7,,,,no hit,forced,,yes,,,
N,,Z13,S,Z4,in,,,,,,
F,Z4,Z13,FL,Z4,in,,,,,,
N,Z4,Z3,FT,Z10,in,,,,,,
F,Z10,Z14,BL,Z18,in,,,,,,
N,Z18,Z11,FT,Z16,in,,,,,,
F,Z16,Z16,FV,Z5,in,,,,,,
N,Z5,,,,no hit,forced,,yes,,,
N,,Z12,S,Z2,in,,,,,,
F,Z2,Z11,FT,,net,forced,,yes,,,
N,,Z13,S,Z3,wide,,,,,,
N,,Z13,S,Z5,in,,,,,,
F,Z5,Z14,BT,Z9,in,,,,,,
N,Z9,Z13,FT,Z12,long,unforced,,yes,,,
N,,Z12,S,Z2,in,,,,,,
F,Z2,Z11,FT,,net,forced,,yes,,,
N,,Z13,S,Z4,in,,,,,,
F,Z4,Z13,FT,Z2,in,,,,,,
N,Z2,Z12,FT,Z7,in,,,,,,
F,Z7,Z11,FL,,long,forced,,yes,,,
N,,Z12,S,Z8,long,,,,,,
N,,Z12,S,Z3,in,,,,,,
F,Z3,Z12,BT,Z8,in,,,,,,
N,Z8,Z12,FT,Z10,in,,,,,,
F,Z10,Z14,BT,,net,unforced,,yes,,,
N,,Z13,S,Z4,let,,,,,,
N,,Z13,S,Z4,in,,,,,,
F,Z4,Z13,FT,,net,forced,,yes,yes,,
F,,Z12,S,Z3,in,,,,,,
N,Z3,Z11,FT,Z8,in,,,,,,
F,Z8,Z13,FT,Z4,in,,,,,,
N,Z4,Z13,FT,Z9,in,,,,,,
F,Z9,Z13,FT,Z9,in,,,,,,
N,Z9,Z13,FT,Z9,in,,,,,,
F,Z9,Z13,FT,Z8,in,,,,,,
N,Z8,Z12,BT,Z10,in,,,,,,
F,Z10,Z14,BS,Z7,in,,,,,,
N,Z7,Z11,FT,Z5,in,,,,,,
F,Z5,Z13,BT,Z8,in,,,,,,
N,Z8,Z12,FT,Z8,in,,,,,,
F,Z8,Z12,FT,Z8,in,,,,,,
N,Z8,Z13,BT,Z8,in,,,,,,
F,Z8,Z12,BT,Z11,in,,,,,,
N,Z11,Z11,BT,Z7,in,,,,,,
F,Z7,Z11,FT,Z7,in,,,,,,
N,Z7,Z11,BT,Z2,in,,,,,,
F,Z2,Z11,FT,Z13,in,,,,,,
N,Z13,Z13,FT,,net,forced,,yes,,,
F,,Z13,S,,net,,,,,,
F,,Z13,S,Z4,in,,,,,,
N,Z4,Z13,FT,Z3,in,,,,,,
F,Z3,Z13,FT,Z7,in,,,,,,
N,Z7,,,,no hit,forced,,yes,,,
F,,Z12,S,Z3,in,,,,,,
N,Z3,,,,no hit,forced,,yes,,,
F,,Z13,S,Z4,in,,,,,,
N,Z4,Z13,BS,Z12,in,,,,,,
F,Z12,Z13,BT,Z9,in,,,,,,
N,Z9,Z13,FT,Z5,in,,,,,,
F,Z5,Z14,BT,Z4,in,,,,,,
N,Z4,Z13,FT,Z7,in,,,,,,
F,Z7,Z11,FT,,net,forced,,yes,,,
F,,Z13,S,Z1,in,,,,,,
N,Z1,Z11,BT,Z16,in,,,,,,
F,Z16,Z17,FV,Z8,in,,,,,,
N,Z8,Z12,BL,Z20,in,,,,,,
F,Z20,Z20,BO,Z6,in,,,,,,
N,Z6,,,,no hit,forced,,yes,yes,,
N,,Z12,S,,net,,,,,,
N,,Z12,S,Z2,in,,,,,,
F,Z2,Z11,FT,Z8,in,,,,,,
N,Z8,Z11,FT,Z10,in,,,,,,
F,Z10,Z14,BS,Z8,in,,,,,,
N,Z8,Z12,FT,,net,unforced,,yes,,,
N,,Z13,S,Z6,wide,,,,,,
N,,Z13,S,Z5,in,,,,,,
F,Z5,Z14,FT,Z7,in,,,,,,
N,Z7,Z12,BT,Z7,in,,,,,,
F,Z7,Z11,FT,Z1,in,,,,,,
N,Z1,Z11,BS,,net,forced,,yes,,,
N,,Z12,S,Z3,in,,,,,,
F,Z3,Z12,BS,,net,forced,,yes,,,
N,,Z13,S,Z6,in,,,,,,
F,Z6,Z14,BS,,net,forced,,yes,,,
N,,Z12,S,Z2,in,,,,,,
F,Z2,Z11,FT,Z12,long,forced,,yes,,,
N,,Z13,S,Z5,in,,,,,,
F,Z5,Z14,FT,Z12,in,,,,,,
N,Z12,Z12,FT,Z11,in,,,,,,
F,Z11,Z12,FT,Z13,long,forced,,yes,yes,,
F,,Z12,S,Z3,in,,,,,,
N,Z3,Z12,FT,,net,forced,,yes,,,
F,,Z13,S,Z4,in,,,,,,
N,Z4,Z13,BL,Z14,long,forced,,yes,,,
F,,Z12,S,Z3,in,,,,,,
N,Z3,Z12,FT,Z8,in,,,,,,
F,Z8,Z12,FT,Z2,in,,,,,,
N,Z2,Z11,BT,Z5,in,,,,,,
F,Z5,Z13,BS,Z12,in,,,,,,
N,Z12,Z12,BT,Z7,in,,,,,,
F,Z7,Z11,FT,Z2,in,,,,,,
N,Z2,Z11,BS,Z10,in,,,,,,
F,Z10,Z13,BT,Z15,in,,,,,,
N,Z15,,,,no hit,forced,,yes,,,
F,,Z13,S,Z4,let,,,,,,
F,,Z13,S,Z3,wide,,,,,,
F,,Z13,S,Z5,in,,,,,,
N,Z5,Z14,FT,Z10,in,,,,,,
F,Z10,Z14,BS,Z8,in,,,,,,
N,Z8,Z12,BT,Z8,in,,,,,,
F,Z8,Z12,FT,Z10,in,,,,,,
N,Z10,Z14,FT,,net,forced,,yes,yes,yes,
N,,Z12,S,Z4,wide,,,,,,
N,,Z12,S,,net,unforced,yes,yes,,,
N,,Z13,S,Z9,long,,,,,,
N,,Z13,S,Z5,in,,,,,,
F,Z5,Z14,BT,Z7,in,,,,,,
N,Z7,Z12,BT,Z8,in,,,,,,
F,Z8,Z12,FT,Z7,wide,unforced,,yes,,,
N,,Z12,S,,net,,,,,,
N,,Z12,S,Z3,in,,,,,,
F,Z3,Z12,BT,Z7,in,,,,,,
N,Z7,Z11,BT,Z6,in,,,,,,
F,Z6,Z10,BT,Z10,in,,,,,,
N,Z10,Z14,FT,Z11,long,forced,,yes,,,
N,,Z13,S,Z5,in,,,,,,
F,Z5,Z14,BT,Z10,in,,,,,,
N,Z10,Z14,FT,Z7,in,,,,,,
F,Z7,,,,no hit,forced,,yes,,,
N,,Z12,S,,net,,,,,,
N,,Z12,S,Z1,in,,,,,,
F,Z1,Z11,FT,,long,forced,,yes,,,
N,,Z13,S,Z9,long,,,,,,
N,,Z13,S,Z5,in,,,,,,
F,Z5,Z14,BT,Z5,in,,,,,,
N,Z5,Z14,FT,Z7,in,,,,,,
F,Z7,Z11,FT,,net,forced,,yes,yes,,
F,,Z12,S,Z2,in,,,,,,
N,Z2,Z11,BT,,net,forced,,yes,,,
F,,Z13,S,Z4,in,,,,,,
N,Z4,Z13,BL,Z19,in,,,,,,
F,Z19,Z19,BO,Z5,in,,,,,,
N,Z5,Z14,FT,,net,forced,,yes,,,
F,,Z12,S,Z3,in,,,,,,
N,Z3,Z12,FT,Z13,in,,,,,,
F,Z13,Z13,BS,Z12,in,,,,,,
N,Z12,Z12,FT,Z10,in,,,,,,
F,Z10,Z14,BS,,net,forced,,yes,,,
F,,Z13,S,Z9,long,,,,,,
F,,Z13,S,Z5,in,,,,,,
N,Z5,Z14,FT,Z5,in,,,,,,
F,Z5,Z10,BT,Z7,in,,,,,,
N,Z7,Z11,BL,Z18,in,,,,,,
F,Z18,Z14,FO,Z7,in,,,,,,
N,Z7,Z12,BT,Z17,in,,,,,,
F,Z17,Z16,BV,Z2,in,,,,,,
N,Z2,Z2,BS,Z20,long,forced,,yes,,,
F,,Z12,S,Z2,in,,,,,,
N,Z2,Z11,BT,Z13,in,,,,,,
F,Z13,Z13,FT,Z9,in,,,,,,
N,Z9,Z13,FT,Z10,in,,,,,,
F,Z10,Z14,BS,Z8,in,,,,,,
N,Z8,Z12,FT,Z11,in,,,,,,
F,Z11,,,,no hit,forced,,yes,,,
F,,Z13,S,Z4,in,,,,,,
N,Z4,Z13,BS,Z10,in,,,,,,
F,Z10,Z14,FT,Z7,in,,,,,,
N,Z7,,,,no hit,forced,,yes,yes,,
N,,Z12,S,Z7,long,,,,,,
N,,Z12,S,Z2,in,,,,,,
F,Z2,Z12,FT,Z7,in,,,,,,
N,Z7,Z12,BT,Z7,in,,,,,,
F,Z7,Z11,FT,Z13,in,,,,,,
N,Z13,Z13,FT,Z5,in,,,,,,
F,Z5,Z14,BT,Z10,in,,,,,,
N,Z10,Z14,FT,Z2,in,,,,,,
F,Z2,Z12,FT,Z7,in,,,,,,
N,Z7,Z11,BT,Z6,wide,unforced,,yes,,,
N,,Z13,S,,net,,,,,,
N,,Z13,S,Z5,in,,,,,,
F,Z5,Z14,BT,Z9,in,,,,,,
N,Z9,Z13,FT,Z12,long,forced,,yes,,,
N,,Z12,S,Z2,in,,,,,,
F,Z2,Z11,FT,Z3,in,,,,,,
N,Z3,Z12,BT,Z8,in,,,,,,
F,Z8,Z12,FT,Z9,in,,,,,,
N,Z9,Z12,FT,Z10,in,,,,,,
F,Z10,Z13,BT,Z12,in,,,,,,
N,Z12,Z12,BT,Z6,in,,,,,,
F,Z6,,,,no hit,forced,,yes,,,
N,,Z13,S,Z4,in,,,,,,
F,Z4,Z13,FT,Z3,in,,,,,,
N,Z3,Z12,FT,Z7,in,,,,,,
F,Z7,Z12,FT,Z9,in,,,,,,
N,Z9,Z13,FT,Z13,in,,,,,,
F,Z13,Z13,BT,Z10,in,,,,,,
N,Z10,Z14,FT,Z5,in,,,,,,
F,Z5,Z10,FT,Z10,in,,,,,,
N,Z10,,,,no hit,forced,,yes,,,
N,,Z12,S,,net,,,,,,
N,,Z12,S,Z3,in,,,,,,
F,Z3,Z12,BT,Z7,in,,,,,,
N,Z7,Z12,BT,Z2,in,,,,,,
F,Z2,,,,no hit,forced,,yes,,,
N,,Z13,S,Z6,let,,,,,,
N,,Z13,S,Z6,wide,,,,,,
N,,Z13,S,Z5,in,,,,,,
F,Z5,Z14,BT,Z13,in,,,,,,
N,Z13,Z12,FT,Z12,long,forced,,yes,yes,,
F,,Z12,S,Z1,wide,,,,,,
F,,Z12,S,Z2,let,,,,,,
F,,Z12,S,Z2,in,,,,,,
N,Z2,Z11,BT,Z8,in,,,,,,
F,Z8,Z12,FT,Z11,in,,,,,,
N,Z11,Z11,BT,Z10,in,,,,,,
F,Z10,Z12,BT,Z2,in,,,,,,
N,Z2,Z12,BS,Z9,in,,,,,,
F,Z9,Z14,FT,Z7,in,,,,,,
N,Z7,Z11,BT,Z7,in,,,,,,
F,Z7,Z12,FT,Z10,in,,,,,,
N,Z10,Z13,FT,Z9,in,,,,,,
F,Z9,Z13,BT,Z7,in,,,,,,
N,Z7,Z12,BT,Z10,wide,unforced,,yes,,,
F,,Z12,S,,wide,,,,,,
F,,Z12,S,Z4,in,,,,,,
N,Z4,Z13,BT,Z4,in,,,,,,
F,Z4,Z13,FT,Z9,in,,,,,,
N,Z9,Z13,FT,Z10,in,,,,,,
F,Z10,Z14,BT,Z13,in,,,,,,
N,Z13,Z12,FT,Z12,in,,,,,,
F,Z12,Z12,FT,Z7,in,,,,,,
N,Z7,,,,no hit,forced,,yes,,,
F,,Z12,S,Z2,let,,,,,,
F,,Z12,S,Z3,in,,,,,,
N,Z3,Z12,FT,Z13,long,forced,,yes,,,
F,,Z13,S,Z5,in,,,,,,
N,Z5,,,,no hit,forced,,yes,yes,,
N,,Z12,S,Z3,in,,,,,,
F,Z3,Z12,BT,Z12,long,forced,,yes,,,
N,,Z13,S,,net,,,,,,
N,,Z13,S,Z5,in,,,,,,
F,Z5,Z14,BT,Z13,in,,,,,,
N,Z13,Z13,FT,Z8,in,,,,,,
F,Z8,Z13,FT,Z14,wide,unforced,,yes,,,
N,,Z12,S,Z3,in,,,,,,
F,Z3,,,,no hit,forced,,yes,,,
N,,Z13,S,Z9,long,,,,,,
N,,Z13,S,Z9,long,unforced,yes,yes,,,
N,,Z12,S,,net,,,,,,
N,,Z12,S,Z3,in,,,,,,
F,Z3,Z12,BT,Z8,in,,,,,,
N,Z8,Z12,FT,Z11,in,,,,,,
F,Z11,,,,no hit,forced,,yes,yes,,
F,,Z12,S,Z8,in,,,,,,
F,,Z12,S,Z3,in,,,,,,
N,Z3,Z12,FT,Z6,wide,unforced,,yes,,,
F,,Z13,S,Z5,in,,,,,,
N,Z5,Z14,FT,Z12,in,,,,,,
F,Z12,Z13,FT,Z8,in,,,,,,
N,Z8,Z12,BT,Z10,in,,,,,,
F,Z10,,,,no hit,forced,,yes,,,
F,,Z12,S,Z4,wide,,,,,,
F,,Z12,S,Z3,in,,,,,,
N,Z3,Z11,FT,Z8,in,,,,,,
F,Z8,Z13,FT,Z7,in,,,,,,
N,Z7,Z11,BT,Z5,in,,,,,,
F,Z5,Z13,FT,Z8,in,,,,,,
N,Z8,Z12,BT,Z8,in,,,,,,
F,Z8,Z12,FT,Z3,in,,,,,,
N,Z3,Z12,BS,Z9,in,,,,,,
F,Z9,Z14,FT,Z8,in,,,,,,
N,Z8,Z12,BT,Z3,in,,,,,,
F,Z3,Z12,FT,Z8,in,,,,,,
N,Z8,Z12,BT,Z13,in,,,,,,
F,Z13,Z13,BT,Z8,in,,,,,,
N,Z8,Z12,FT,Z5,in,,,,,,
F,Z5,Z14,BT,Z8,in,,,,,,
N,Z8,Z12,BT,Z8,in,,,,,,
F,Z8,Z12,FT,Z10,in,,,,,,
N,Z10,Z13,FT,Z5,in,,,,,,
F,Z5,Z14,BT,Z10,in,,,,,,
N,Z10,Z14,FL,Z9,in,,,,,,
F,Z9,Z13,FT,Z5,in,,,,,,
N,Z5,Z13,FT,Z9,in,,,,,,
F,Z9,Z13,BT,Z8,in,,,,,,
N,Z8,Z12,BT,Z7,in,,,,,,
F,Z7,Z11,FT,Z9,in,,,,,,
N,Z9,Z12,FT,Z10,in,,,,,,
F,Z10,Z13,BS,,net,forced,,yes,,,
F,,Z13,S,,net,,,,,,
F,,Z13,S,Z4,in,,,,,,
N,Z4,Z13,FT,Z9,in,,,,,,
F,Z9,Z14,FT,Z7,in,,,,,,
N,Z7,Z12,BS,,net,forced,,yes,,,
F,,Z12,S,Z3,in,,,,,,
N,Z3,Z12,FT,Z12,long,forced,,yes,,,
F,,Z13,S,Z4,in,,,,,,
N,Z4,Z13,BL,,long,forced,,yes,yes,,
N,,Z12,S,Z1,wide,,,,,,
N,,Z12,S,Z3,in,,,,,,
F,Z3,Z12,BT,Z9,in,,,,,,
N,Z9,Z13,FT,,net,unforced,,yes,,,
N,,Z13,S,Z8,wide,,,,,,
N,,Z13,S,Z5,in,,,,,,
F,Z5,Z14,BT,,net,forced,,yes,,,
N,,Z12,S,Z3,in,,,,,,
F,Z3,,,,no hit,forced,,yes,,,
N,,Z13,S,Z4,in,,,,,,
F,Z4,Z13,FT,Z14,in,,,,,,
N,Z14,Z14,FT,Z13,in,,,,,,
F,Z13,Z14,FT,Z9,in,,,,,,
N,Z9,Z13,FT,Z10,in,,,,,,
F,Z10,Z11,FT,Z5,in,,,,,,
N,Z5,Z13,FS,Z5,in,,,,,,
F,Z5,Z10,BS,Z14,in,,,,,,
N,Z14,,,,no hit,forced,,yes,,,
N,,Z12,S,Z2,in,,,,,,
F,Z2,Z11,FT,Z7,wide,forced,,yes,,,
N,,Z13,S,Z4,let,,,,,,
N,,Z13,S,Z5,in,,,,,,
F,Z5,Z14,BT,Z13,long,forced,,yes,yes,,
F,,Z12,S,,net,,,,,,
F,,Z12,S,Z2,in,,,,,,
N,Z2,Z11,BT,Z9,in,,,,,,
F,Z9,Z13,FT,Z7,in,,,,,,
N,Z7,Z11,BT,Z9,in,,,,,,
F,Z9,Z13,FT,Z4,in,,,,,,
N,Z4,Z13,FT,Z8,in,,,,,,
F,Z8,Z13,FT,Z7,in,,,,,,
N,Z7,Z12,BT,Z10,wide,unforced,,yes,,,
F,,Z13,S,Z4,in,,,,,,
N,Z4,Z13,BT,Z16,in,,,,,,
F,Z16,Z16,BV,Z5,in,,,,,,
N,Z5,Z10,FT,Z16,in,,,,,,
F,Z16,Z16,BV,Z1,in,,,,,,
N,Z1,,,,no hit,forced,,yes,,,
F,,Z12,S,Z1,in,,,,,,
N,Z1,Z11,BT,Z4,in,,,,,,
F,Z4,Z12,FT,Z10,in,,,,,,
N,Z10,Z13,FT,Z10,in,,,,,,
F,Z10,Z14,BS,,net,forced,,yes,,,
F,,Z13,S,Z4,in,,,,,,
N,Z4,Z13,BT,Z10,wide,forced,,yes,,,
F,,Z12,S,Z1,in,,,,,,
N,Z1,Z11,BT,Z7,wide,forced,,yes,yes,,
N,,Z12,S,Z1,let,,,,,,
N,,Z12,S,Z3,in,,,,,,
F,Z3,Z12,BT,Z7,wide,forced,,yes,,,
N,,Z13,S,Z4,in,,,,,,
F,Z4,Z13,FT,Z9,in,,,,,,
N,Z9,Z13,FT,Z7,in,,,,,,
F,Z7,Z12,FT,Z10,in,,,,,,
N,Z10,Z13,FT,Z7,wide,forced,,yes,,,
N,,Z12,S,Z2,in,,,,,,
F,Z2,,,,no hit,forced,,yes,,,
N,,Z13,S,Z6,wide,,,,,,
N,,Z13,S,Z5,in,,,,,,
F,Z5,Z14,BT,Z11,in,,,,,,
N,Z11,Z12,BT,Z8,in,,,,,,
F,Z8,Z12,FT,Z2,in,,,,,,
N,Z2,Z11,BS,Z8,in,,,,,,
F,Z8,Z12,FT,,net,unforced,,yes,,,
N,,Z12,S,Z3,in,,,,,,
F,Z3,Z12,BT,Z16,in,,,,,,
N,Z16,Z16,BV,,net,unforced,,yes,,,
N,,Z13,S,Z8,wide,,,,,,
N,,Z13,S,Z5,in,,,,,,
F,Z5,Z14,BT,Z8,in,,,,,,
N,Z8,Z12,FT,Z9,in,,,,,,
F,Z9,Z13,BT,Z9,in,,,,,,
N,Z9,Z13,FT,Z10,in,,,,,,
F,Z10,Z14,BT,Z9,in,,,,,,
N,Z9,Z13,FT,Z10,in,,,,,,
F,Z10,Z14,BT,Z10,in,,,,,,
