Player,Ball lands,Ball hit from,Stroke Type,Ball hit to,In/out,Forced/Unforced,Double Fault,End of Point,End of Game,End of Set,End of Match
N,Z8,Z12,BT,Z2,In,,,,,,
F,Z2,Z11,FS,Z7,In,,,,,,
N,Z7,Z11,FT,Z7,In,,,,,,
F,Z7,Z11,FT,Z9,In,,,,,,
N,Z9,Z13,FT,Z10,In,,,,,,
F,Z10,Z14,BS,Z9,In,,,,,,
N,Z9,Z13,FT,Z9,In,,,,,,
F,Z9,Z13,BT,Z10,In,,,,,,
N,Z10,Z13,FL,Z9,In,,,,,,
F,Z9,Z9,FV,Z7,In,,,,,,
N,Z7,,,,No Hit,Forced,,Yes,,,
N,,Z12,S,Z2,In,,,,,,
F,Z2,Z11,FT,Z7,In,,,,,,
N,Z7,Z12,BT,Z7,In,,,,,,
F,Z7,Z11,FT,Z3,In,,,,,,
N,Z3,Z12,BS,Z10,In,,,,,,
F,Z10,Z14,BT,Z8,In,,,,,,
N,Z8,Z12,BT,Z7,Wide,Unforced,,Yes,Yes,,
F,,Z12,S,Z3,In,,,,,,
N,Z3,Z11,FT,Z11,Long,Unforced,,Yes,,,
F,,Z13,S,Z4,In,,,,,,
N,Z4,Z13,BL,Z3,In,,,,,,
F,Z3,Z3,FV,Z2,In,,,,,,
N,Z2,,,,No Hit,Forced,,Yes,,,
F,,Z13,S,Z2,In,,,,,,
N,Z2,Z12,FT,Z2,In,,,,,,
F,Z2,Z8,FT,Z10,In,,,,,,
N,Z10,,,,No Hit,Forced,,Yes,,,
F,,Z12,S,Z4,In,,,,,,
N,Z4,,,,No Hit,Forced,,Yes,Yes,,
N,,Z13,S,Z8,Long,,,,,,
N,,Z13,S,Z3,In,,,,,,
F,Z3,Z12,FT,Z8,In,,,,,,
N,Z8,Z12,FT,Z5,In,,,,,,
F,Z5,Z14,BT,Z8,In,,,,,,
N,Z8,Z13,BT,Z7,In,,,,,,
F,Z7,Z11,FT,Z2,In,,,,,,
N,Z2,Z11,BT,Z10,In,,,,,,
F,Z10,Z13,BT,Z10,In,,,,,,
N,Z10,Z14,FT,,Net,Unforced,,Yes,,,
N,,Z12,S,Z5,In,,,,,,
F,Z5,Z14,BS,Z5,In,,,,,,
N,Z5,Z10,FT,Z5,In,,,,,,
F,Z5,,,,No Hit,Forced,,Yes,,,
N,,Z13,S,Z3,In,,,,,,
F,Z3,,,,No Hit,Forced,,Yes,,,
N,,Z12,S,Z1,In,,,,,,
F,Z1,,,,No Hit,Forced,,Yes,,,
N,,Z13,S,Z9,Long,,,,,,
N,,Z13,S,Z5,In,,,,,,
F,Z5,Z14,BT,Z7,Wide,Unforced,,Yes,,,
N,,Z12,S,Z4,Wide,,,,,,
N,,Z12,S,Z2,In,,,,,,
F,Z2,Z7,BT,Z2,In,,,,,,
N,Z2,Z11,BT,Z7,Wide,Unforced,,Yes,,,
N,,Z13,S,Z5,In,,,,,,
F,Z5,Z14,BT,Z8,In,,,,,,
N,Z8,Z12,FT,Z10,In,,,,,,
F,Z10,,,,No Hit,Forced,,Yes,,,
F,,Z12,S,Z3,In,,,,,,
N,Z3,Z12,FT,Z6,In,,,,,,
F,Z6,Z10,FT,Z7,In,,,,,,
N,Z7,Z12,BT,Z7,In,,,,,,
F,Z7,,,,No Hit,Forced,,Yes,,,
F,,Z13,S,Z5,In,,,,,,
N,Z5,,,,No Hit,Forced,,Yes,,,
F,,Z12,S,Z2,In,,,,,,
N,Z2,Z11,BT,Z6,Wide,Unforced,,Yes,,,
F,,Z13,S,,Net,,,,,,
F,,Z13,S,Z4,In,,,,,,
N,Z4,Z13,BT,Z9,In,,,,,,
F,Z9,Z13,FT,Z9,In,,,,,,
N,Z9,Z13,FT,Z5,In,,,,,,
F,Z5,Z14,BT,Z5,In,,,,,,
N,Z5,Z14,FT,,Net,Unforced,,Yes,,,
F,,Z12,S,Z2,In,,,,,,
N,Z2,,,,No Hit,Forced,,Yes,Yes,Yes,
N,,Z12,S,Z3,In,,,,,,
F,Z3,Z12,BT,Z8,In,,,,,,
N,Z8,Z11,FT,Z5,In,,,,,,
F,Z5,Z13,BT,Z8,In,,,,,,
N,Z8,Z12,BT,Z13,Long,Unforced,,Yes,,,
N,,Z13,S,Z5,In,,,,,,
F,Z5,Z14,BS,Z8,In,,,,,,
N,Z8,Z12,FT,Z12,In,,,,,,
F,Z10,Z14,BS,Z5,In,,,,,,
N,Z5,Z10,FT,Z10,In,,,,,,
F,Z10,Z14,BT,Z2,In,,,,,,
N,Z2,Z2,BV,Z2,In,,,,,,
F,Z2,,,,No Hit,Forced,,Yes,,,
N,,Z12,S,Z2,In,,,,,,
F,Z2,Z12,FT,Z2,In,,,,,,
N,Z2,Z11,BT,Z7,In,,,,,,
F,Z7,Z12,FT,Z10,Wide,Unforced,,Yes,,,
N,,Z13,S,Z6,Wide,,,,,,
N,,Z13,S,Z5,In,,,,,,
F,Z5,Z14,BT,Z9,In,,,,,,
N,Z9,Z14,FT,Z10,In,,,,,,
F,Z10,Z14,BT,Z8,In,,,,,,
N,Z8,Z12,FT,Z5,In,,,,,,
F,Z5,Z14,BT,Z10,In,,,,,,
N,Z10,Z14,FT,Z5,In,,,,,,
F,Z5,Z14,BS,Z7,In,,,,,,
N,Z7,Z12,BT,Z8,In,,,,,,
F,Z8,Z12,FT,,Net,Unforced,,Yes,,,
N,,Z12,S,,Net,,,,,,
N,,Z12,S,Z1,In,,,,,,
F,Z1,,,,No Hit,Forced,,Yes,Yes,,
F,,Z12,S,,Net,,,,,,
F,,Z12,S,,Net,Unforced,Yes,Yes,,,
F,,Z13,S,Z8,Wide,,,,,,
F,,Z13,S,Z5,In,,,,,,
N,Z5,Z13,FT,Z9,In,,,,,,
F,Z9,Z14,FT,Z8,In,,,,,,
N,Z8,Z12,BT,Z8,In,,,,,,
F,Z8,Z12,FT,Z8,In,,,,,,
N,Z8,Z12,BT,Z7,In,,,,,,
F,Z7,Z11,FT,Z2,In,,,,,,
N,Z2,Z11,BT,Z10,In,,,,,,
F,Z10,Z13,BT,Z7,In,,,,,,
N,Z7,Z12,BT,Z7,In,,,,,,
F,Z7,Z11,FT,,Net,Unforced,,Yes,,,
F,,Z12,S,Z1,In,,,,,,
N,Z1,Z11,BT,Z5,In,,,,,,
F,Z5,Z9,FT,Z10,In,,,,,,
N,Z10,Z13,FT,,Net,Unforced,,Yes,,,
F,,Z13,S,,Net,,,,,,
F,,Z13,S,Z4,In,,,,,,
N,Z4,Z13,FT,Z9,In,,,,,,
F,Z9,Z13,FT,Z16,In,,,,,,
N,Z16,,,,No Hit,Forced,,Yes,,,
F,,Z12,S,Z3,In,,,,,,
N,Z3,Z12,FT,Z5,In,,,,,,
F,Z5,Z10,FT,Z10,In,,,,,,
N,Z10,Z14,FT,Z8,In,,,,,,
F,Z8,,,,No Hit,Forced,,Yes,,,
F,,Z13,S,Z4,In,,,,,,
N,Z4,Z13,BL,Z19,In,,,,,,
F,Z19,Z10,FV,Z10,In,,,,,,
N,Z10,Z14,FT,,Net,Unforced,,Yes,,,
F,,Z12,S,Z2,In,,,,,,
N,Z2,Z11,FT,Z10,In,,,,,,
F,Z7,Z11,FT,Z10,In,,,,,,
N,Z10,Z13,FT,Z10,In,,,,,,
