"Player","Server","Stroke.Type","Opp.Stroke.Type","Ball.hit.to.lag4","Ball.hit.to.lag3","Ball.hit.to.lag2","Ball.lands","Ball.hit.from","Ball.hit.to","In.out","id","rally_num","hit.to.string","rally_length"
"F","1","FO","BS",NA,NA,"Z5","Z5","Z5","Z5","In",830,149,"Z5_Z5_Z10",3
"F","0","BS",NA,NA,NA,NA,"Z5","Z5","Z4","In",834,151,"Z5_Z9_Z13_Z4_Z9_Z7",6
"DP","1","FT","BS",NA,NA,"Z5","Z4","Z4","Z4","In",835,151,"Z5_Z9_Z13_Z4_Z9_Z7",6
"F","0","BS","FT",NA,"Z5","Z4","Z4","Z4","Z4","In",836,151,"Z5_Z9_Z13_Z4_Z9_Z7",6
"DP","1","FT","BS","Z5","Z4","Z4","Z5","Z5","Z4","In",837,151,"Z5_Z9_Z13_Z4_Z9_Z7",6
"F","0","BS","FT","Z4","Z4","Z4","Z4","Z5","Z2","In",838,151,"Z5_Z9_Z13_Z4_Z9_Z7",6
"F","0","FT",NA,NA,NA,NA,"Z2","Z3","Z2","In",840,152,"Z2_Z2_Z5_Z10_Z10_Z5_Z9_Z10",8
"DP","1","FT","FT",NA,NA,"Z2","Z2","Z2","Z5","In",841,152,"Z2_Z2_Z5_Z10_Z10_Z5_Z9_Z10",8
"F","0","BS","FT",NA,"Z2","Z2","Z5","Z5","Z5","In",842,152,"Z2_Z2_Z5_Z10_Z10_Z5_Z9_Z10",8
"DP","1","BT","BS","Z2","Z2","Z5","Z5","Z5","Z5","In",843,152,"Z2_Z2_Z5_Z10_Z10_Z5_Z9_Z10",8
"F","0","BS","BT","Z2","Z5","Z5","Z5","Z5","Z5","In",844,152,"Z2_Z2_Z5_Z10_Z10_Z5_Z9_Z10",8
"DP","1","BT","BS","Z5","Z5","Z5","Z5","Z5","Z4","In",845,152,"Z2_Z2_Z5_Z10_Z10_Z5_Z9_Z10",8
"F","0","FT","BT","Z5","Z5","Z5","Z4","Z4","Z5","Wide",846,152,"Z2_Z2_Z5_Z10_Z10_Z5_Z9_Z10",8
"F","0","FT",NA,NA,NA,NA,"Z4","Z4","Z4","In",848,153,"Z4_Z9_Z12_Z9_Z9_Z8_Z2_Z8_Z9_Z3",10
"DP","1","FT","FT",NA,NA,"Z4","Z4","Z4","Z3","In",849,153,"Z4_Z9_Z12_Z9_Z9_Z8_Z2_Z8_Z9_Z3",10
"F","0","FT","FT",NA,"Z4","Z4","Z3","Z3","Z4","In",850,153,"Z4_Z9_Z12_Z9_Z9_Z8_Z2_Z8_Z9_Z3",10
"DP","1","BT","FT","Z4","Z4","Z3","Z4","Z4","Z4","In",851,153,"Z4_Z9_Z12_Z9_Z9_Z8_Z2_Z8_Z9_Z3",10
"F","0","FT","BT","Z4","Z3","Z4","Z4","Z4","Z3","In",852,153,"Z4_Z9_Z12_Z9_Z9_Z8_Z2_Z8_Z9_Z3",10
"DP","1","FT","FT","Z3","Z4","Z4","Z3","Z3","Z2","In",853,153,"Z4_Z9_Z12_Z9_Z9_Z8_Z2_Z8_Z9_Z3",10
"F","0","FT","FT","Z4","Z4","Z3","Z2","Z2","Z3","In",854,153,"Z4_Z9_Z12_Z9_Z9_Z8_Z2_Z8_Z9_Z3",10
"DP","1","FT","FT","Z4","Z3","Z2","Z3","Z2","Z4","In",855,153,"Z4_Z9_Z12_Z9_Z9_Z8_Z2_Z8_Z9_Z3",10
"F","0","BS",NA,NA,NA,NA,"Z3","Z3","Z3","In",858,154,"Z3_Z8_Z7_Z13",4
"DP","1","FT","BS",NA,NA,"Z3","Z3","Z3","Z2","In",859,154,"Z3_Z8_Z7_Z13",4
"F","0","FS","FT",NA,"Z3","Z3","Z2","Z2","Z4","Long",860,154,"Z3_Z8_Z7_Z13",4
"DP","0","FT",NA,NA,NA,NA,"Z2","Z2","Z5","In",862,155,"Z2_Z10_Z9_Z8_Z12",5
"F","1","BS","FT",NA,NA,"Z2","Z5","Z4","Z4","In",863,155,"Z2_Z10_Z9_Z8_Z12",5
"DP","0","BT","BS",NA,"Z2","Z5","Z4","Z4","Z3","In",864,155,"Z2_Z10_Z9_Z8_Z12",5
"F","1","FT","BT","Z2","Z5","Z4","Z3","Z3","Z3","Long",865,155,"Z2_Z10_Z9_Z8_Z12",5
"DP","0","FT",NA,NA,NA,NA,"Z2","Z2","Z3","In",869,157,"Z2_Z8_Z8_Z12",4
"F","1","FT","FT",NA,NA,"Z2","Z3","Z3","Z3","In",870,157,"Z2_Z8_Z8_Z12",4
"DP","0","FT","FT",NA,"Z2","Z3","Z3","Z3","Z3","Long",871,157,"Z2_Z8_Z8_Z12",4
"DP","0","BT",NA,NA,NA,NA,"Z5","Z5","Z4","In",873,158,"Z5_Z9_Z7",3
"F","1","FT","BT",NA,NA,"Z5","Z4","Z4","Z2","In",874,158,"Z5_Z9_Z7",3
"F","0","FS",NA,NA,NA,NA,"Z2","Z2","Z4","Long",878,160,"Z2_Z13",2
"F","0","FT",NA,NA,NA,NA,"Z4","Z4","Z4","In",880,161,"Z4_Z9_Z10_Z8_Z7_Z13",6
"DP","1","FT","FT",NA,NA,"Z4","Z4","Z4","Z5","In",881,161,"Z4_Z9_Z10_Z8_Z7_Z13",6
"F","0","BS","FT",NA,"Z4","Z4","Z5","Z5","Z3","In",882,161,"Z4_Z9_Z10_Z8_Z7_Z13",6
"DP","1","FT","BS","Z4","Z4","Z5","Z3","Z3","Z2","In",883,161,"Z4_Z9_Z10_Z8_Z7_Z13",6
"F","0","FS","FT","Z4","Z5","Z3","Z2","Z2","Z4","Long",884,161,"Z4_Z9_Z10_Z8_Z7_Z13",6
"F","0","FS",NA,NA,NA,NA,"Z2","Z2","Z3","In",886,162,"Z2_Z8_Z8_Z12_Z8_Z10",6
"DP","1","FT","FS",NA,NA,"Z2","Z3","Z3","Z3","In",887,162,"Z2_Z8_Z8_Z12_Z8_Z10",6
"F","0","FT","FT",NA,"Z2","Z3","Z3","Z3","Z3","In",888,162,"Z2_Z8_Z8_Z12_Z8_Z10",6
"DP","1","FT","FT","Z2","Z3","Z3","Z3","Z3","Z3","In",889,162,"Z2_Z8_Z8_Z12_Z8_Z10",6
"DP","0","FT",NA,NA,NA,NA,"Z2","Z2","Z3","In",894,164,"Z2_Z8_Z10",3
"F","1","FT","FT",NA,NA,"Z2","Z3","Z3","Z5","In",895,164,"Z2_Z8_Z10",3
"DP","0","BS",NA,NA,NA,NA,"Z5","Z5","Z4","In",897,165,"Z5_Z4_Z10",3
"F","1","FT","BS",NA,NA,"Z5","Z4","Z4","Z5","In",898,165,"Z5_Z4_Z10",3
"DP","0","BT",NA,NA,NA,NA,"Z3","Z3","Z4","In",900,166,"Z3_Z4_Z3",3
"DP","0","BT",NA,NA,NA,NA,"Z5","Z5","Z4","In",903,167,"Z5_Z9_Z9_Z10_Z9_Z10_Z4_Z7_Z12",9
"F","1","FT","BT",NA,NA,"Z5","Z4","Z4","Z4","In",904,167,"Z5_Z9_Z9_Z10_Z9_Z10_Z4_Z7_Z12",9
"DP","0","FT","FT",NA,"Z5","Z4","Z4","Z4","Z5","In",905,167,"Z5_Z9_Z9_Z10_Z9_Z10_Z4_Z7_Z12",9
"F","1","BT","FT","Z5","Z4","Z4","Z5","Z5","Z4","In",906,167,"Z5_Z9_Z9_Z10_Z9_Z10_Z4_Z7_Z12",9
"DP","0","FT","BT","Z4","Z4","Z5","Z4","Z4","Z5","In",907,167,"Z5_Z9_Z9_Z10_Z9_Z10_Z4_Z7_Z12",9
"F","1","BS","FT","Z4","Z5","Z4","Z5","Z5","Z4","In",908,167,"Z5_Z9_Z9_Z10_Z9_Z10_Z4_Z7_Z12",9
"DP","0","FT","BS","Z5","Z4","Z5","Z4","Z4","Z2","In",909,167,"Z5_Z9_Z9_Z10_Z9_Z10_Z4_Z7_Z12",9
"F","1","FT","FT","Z4","Z5","Z4","Z2","Z2","Z3","Long",910,167,"Z5_Z9_Z9_Z10_Z9_Z10_Z4_Z7_Z12",9
"DP","0","FT",NA,NA,NA,NA,"Z2","Z2","Z3","In",912,168,"Z2_Z8_Z2",3
"F","1","FT","FT",NA,NA,"Z2","Z3","Z3","Z2","Wide",913,168,"Z2_Z8_Z2",3
"DP","0","FT",NA,NA,NA,NA,"Z4","Z4","Z5","In",915,169,"Z4_Z10_Z9_Z5_Z8_Z7_Z12",7
"F","1","BT","FT",NA,NA,"Z4","Z5","Z5","Z4","In",916,169,"Z4_Z10_Z9_Z5_Z8_Z7_Z12",7
"DP","0","BT","BT",NA,"Z4","Z5","Z4","Z4","Z5","In",917,169,"Z4_Z10_Z9_Z5_Z8_Z7_Z12",7
"F","1","BS","BT","Z4","Z5","Z4","Z5","Z5","Z3","In",918,169,"Z4_Z10_Z9_Z5_Z8_Z7_Z12",7
"DP","0","FT","BS","Z5","Z4","Z5","Z3","Z3","Z2","In",919,169,"Z4_Z10_Z9_Z5_Z8_Z7_Z12",7
"F","1","FT","FT","Z4","Z5","Z3","Z2","Z2","Z3","Long",920,169,"Z4_Z10_Z9_Z5_Z8_Z7_Z12",7
"F","0","FT",NA,NA,NA,NA,"Z2","Z2","Z3","In",922,170,"Z2_Z8_Z5",3
"DP","1","FT","FT",NA,NA,"Z2","Z3","Z3","Z5","Wide",923,170,"Z2_Z8_Z5",3
"F","0","BS",NA,NA,NA,NA,"Z5","Z5","Z4","In",925,171,"Z5_Z9_Z8_Z9_Z11_Z10_Z10_Z8_Z10_Z10_Z9_Z8_Z5_Z10",14
"DP","1","FT","BS",NA,NA,"Z5","Z4","Z4","Z3","In",926,171,"Z5_Z9_Z8_Z9_Z11_Z10_Z10_Z8_Z10_Z10_Z9_Z8_Z5_Z10",14
"F","0","FT","FT",NA,"Z5","Z4","Z3","Z3","Z4","In",927,171,"Z5_Z9_Z8_Z9_Z11_Z10_Z10_Z8_Z10_Z10_Z9_Z8_Z5_Z10",14
"DP","1","FT","FT","Z5","Z4","Z3","Z4","Z4","Z2","In",928,171,"Z5_Z9_Z8_Z9_Z11_Z10_Z10_Z8_Z10_Z10_Z9_Z8_Z5_Z10",14
"F","0","FT","FT","Z4","Z3","Z4","Z2","Z2","Z5","In",929,171,"Z5_Z9_Z8_Z9_Z11_Z10_Z10_Z8_Z10_Z10_Z9_Z8_Z5_Z10",14
"DP","1","FT","FT","Z3","Z4","Z2","Z5","Z5","Z5","In",930,171,"Z5_Z9_Z8_Z9_Z11_Z10_Z10_Z8_Z10_Z10_Z9_Z8_Z5_Z10",14
"F","0","BS","FT","Z4","Z2","Z5","Z5","Z5","Z3","In",931,171,"Z5_Z9_Z8_Z9_Z11_Z10_Z10_Z8_Z10_Z10_Z9_Z8_Z5_Z10",14
"DP","1","FT","BS","Z2","Z5","Z5","Z3","Z3","Z5","In",932,171,"Z5_Z9_Z8_Z9_Z11_Z10_Z10_Z8_Z10_Z10_Z9_Z8_Z5_Z10",14
"F","0","BS","FT","Z5","Z5","Z3","Z5","Z5","Z5","In",933,171,"Z5_Z9_Z8_Z9_Z11_Z10_Z10_Z8_Z10_Z10_Z9_Z8_Z5_Z10",14
"DP","1","BT","BS","Z5","Z3","Z5","Z5","Z5","Z4","In",934,171,"Z5_Z9_Z8_Z9_Z11_Z10_Z10_Z8_Z10_Z10_Z9_Z8_Z5_Z10",14
"F","0","BS","BT","Z3","Z5","Z5","Z4","Z4","Z3","In",935,171,"Z5_Z9_Z8_Z9_Z11_Z10_Z10_Z8_Z10_Z10_Z9_Z8_Z5_Z10",14
"DP","1","FT","BS","Z5","Z5","Z4","Z3","Z2","Z5","In",936,171,"Z5_Z9_Z8_Z9_Z11_Z10_Z10_Z8_Z10_Z10_Z9_Z8_Z5_Z10",14
"F","0","BS","FT","Z5","Z4","Z3","Z5","Z4","Z5","In",937,171,"Z5_Z9_Z8_Z9_Z11_Z10_Z10_Z8_Z10_Z10_Z9_Z8_Z5_Z10",14
"F","0","FT",NA,NA,NA,NA,"Z3","Z3","Z3","In",939,172,"Z3_Z8_Z7_Z8_Z13",5
"DP","1","FT","FT",NA,NA,"Z3","Z3","Z3","Z2","In",940,172,"Z3_Z8_Z7_Z8_Z13",5
"F","0","FT","FT",NA,"Z3","Z3","Z2","Z2","Z3","In",941,172,"Z3_Z8_Z7_Z8_Z13",5
"DP","1","FT","FT","Z3","Z3","Z2","Z3","Z3","Z4","Long",942,172,"Z3_Z8_Z7_Z8_Z13",5
"F","0","BS",NA,NA,NA,NA,"Z5","Z5","Z5","In",944,173,"Z5_Z10_Z10_Z3",4
"DP","1","BT","BS",NA,NA,"Z5","Z5","Z5","Z5","In",945,173,"Z5_Z10_Z10_Z3",4
"F","0","FT",NA,NA,NA,NA,"Z3","Z3","Z3","In",948,174,"Z3_Z3_Z7_Z2_Z10_Z10_Z5_Z10_Z9_Z9_Z9_Z8_Z11_Z9_Z10_Z9_Z8_Z12",18
"DP","1","FT","FT",NA,NA,"Z3","Z3","Z3","Z2","In",949,174,"Z3_Z3_Z7_Z2_Z10_Z10_Z5_Z10_Z9_Z9_Z9_Z8_Z11_Z9_Z10_Z9_Z8_Z12",18
"F","0","FT","FT",NA,"Z3","Z3","Z2","Z2","Z2","In",950,174,"Z3_Z3_Z7_Z2_Z10_Z10_Z5_Z10_Z9_Z9_Z9_Z8_Z11_Z9_Z10_Z9_Z8_Z12",18
"DP","1","FT","FT","Z3","Z3","Z2","Z2","Z2","Z5","In",951,174,"Z3_Z3_Z7_Z2_Z10_Z10_Z5_Z10_Z9_Z9_Z9_Z8_Z11_Z9_Z10_Z9_Z8_Z12",18
"F","0","BS","FT","Z3","Z2","Z2","Z5","Z5","Z5","In",952,174,"Z3_Z3_Z7_Z2_Z10_Z10_Z5_Z10_Z9_Z9_Z9_Z8_Z11_Z9_Z10_Z9_Z8_Z12",18
"DP","1","BS","BS","Z2","Z2","Z5","Z5","Z5","Z5","In",953,174,"Z3_Z3_Z7_Z2_Z10_Z10_Z5_Z10_Z9_Z9_Z9_Z8_Z11_Z9_Z10_Z9_Z8_Z12",18
"F","0","BS","BS","Z2","Z5","Z5","Z5","Z5","Z5","In",954,174,"Z3_Z3_Z7_Z2_Z10_Z10_Z5_Z10_Z9_Z9_Z9_Z8_Z11_Z9_Z10_Z9_Z8_Z12",18
"DP","1","BT","BS","Z5","Z5","Z5","Z5","Z5","Z4","In",955,174,"Z3_Z3_Z7_Z2_Z10_Z10_Z5_Z10_Z9_Z9_Z9_Z8_Z11_Z9_Z10_Z9_Z8_Z12",18
"F","0","FT","BT","Z5","Z5","Z5","Z4","Z4","Z4","In",956,174,"Z3_Z3_Z7_Z2_Z10_Z10_Z5_Z10_Z9_Z9_Z9_Z8_Z11_Z9_Z10_Z9_Z8_Z12",18
"DP","1","BT","FT","Z5","Z5","Z4","Z4","Z5","Z4","In",957,174,"Z3_Z3_Z7_Z2_Z10_Z10_Z5_Z10_Z9_Z9_Z9_Z8_Z11_Z9_Z10_Z9_Z8_Z12",18
"F","0","FT","BT","Z5","Z4","Z4","Z4","Z4","Z3","In",958,174,"Z3_Z3_Z7_Z2_Z10_Z10_Z5_Z10_Z9_Z9_Z9_Z8_Z11_Z9_Z10_Z9_Z8_Z12",18
"DP","1","FT","FT","Z4","Z4","Z4","Z3","Z3","Z2","In",959,174,"Z3_Z3_Z7_Z2_Z10_Z10_Z5_Z10_Z9_Z9_Z9_Z8_Z11_Z9_Z10_Z9_Z8_Z12",18
"F","0","FS","FT","Z4","Z4","Z3","Z2","Z2","Z4","In",960,174,"Z3_Z3_Z7_Z2_Z10_Z10_Z5_Z10_Z9_Z9_Z9_Z8_Z11_Z9_Z10_Z9_Z8_Z12",18
"DP","1","FT","FS","Z4","Z3","Z2","Z4","Z4","Z5","In",961,174,"Z3_Z3_Z7_Z2_Z10_Z10_Z5_Z10_Z9_Z9_Z9_Z8_Z11_Z9_Z10_Z9_Z8_Z12",18
"F","0","BT","FT","Z3","Z2","Z4","Z5","Z5","Z4","In",962,174,"Z3_Z3_Z7_Z2_Z10_Z10_Z5_Z10_Z9_Z9_Z9_Z8_Z11_Z9_Z10_Z9_Z8_Z12",18
"DP","1","FT","BT","Z2","Z4","Z5","Z4","Z4","Z3","In",963,174,"Z3_Z3_Z7_Z2_Z10_Z10_Z5_Z10_Z9_Z9_Z9_Z8_Z11_Z9_Z10_Z9_Z8_Z12",18
"F","0","FT","FT","Z4","Z5","Z4","Z3","Z3","Z3","Long",964,174,"Z3_Z3_Z7_Z2_Z10_Z10_Z5_Z10_Z9_Z9_Z9_Z8_Z11_Z9_Z10_Z9_Z8_Z12",18
"F","0","BS",NA,NA,NA,NA,"Z5","Z5","Z4","In",966,175,"Z5_Z13_Z8_Z8_Z4_Z10_Z14",7
"DP","1","FT","BS",NA,NA,"Z5","Z4","Z4","Z3","In",967,175,"Z5_Z13_Z8_Z8_Z4_Z10_Z14",7
"F","0","FT","FT",NA,"Z5","Z4","Z3","Z3","Z3","In",968,175,"Z5_Z13_Z8_Z8_Z4_Z10_Z14",7
"DP","1","FT","FT","Z5","Z4","Z3","Z3","Z3","Z4","In",969,175,"Z5_Z13_Z8_Z8_Z4_Z10_Z14",7
"F","0","FT","FT","Z4","Z3","Z3","Z4","Z4","Z5","In",970,175,"Z5_Z13_Z8_Z8_Z4_Z10_Z14",7
"DP","1","BT","FT","Z3","Z3","Z4","Z5","Z5","Z5","Long",971,175,"Z5_Z13_Z8_Z8_Z4_Z10_Z14",7
"DP","0","FS",NA,NA,NA,NA,"Z4","Z4","Z5","Long",973,176,"Z4_Z14",2
"DP","0","BT",NA,NA,NA,NA,"Z3","Z3","Z4","In",975,177,"Z3_Z13_Z13",3
"F","1","FT","BT",NA,NA,"Z3","Z4","Z4","Z4","Long",976,177,"Z3_Z13_Z13",3
"DP","0","FT",NA,NA,NA,NA,"Z4","Z4","Z5","In",978,178,"Z4_Z10_Z9_Z7_Z7_Z5_Z5_Z14_Z8_Z11_Z4",11
"F","1","BS","FT",NA,NA,"Z4","Z5","Z5","Z4","In",979,178,"Z4_Z10_Z9_Z7_Z7_Z5_Z5_Z14_Z8_Z11_Z4",11
"DP","0","FT","BS",NA,"Z4","Z5","Z4","Z4","Z2","In",980,178,"Z4_Z10_Z9_Z7_Z7_Z5_Z5_Z14_Z8_Z11_Z4",11
"F","1","FT","FT","Z4","Z5","Z4","Z2","Z2","Z2","In",981,178,"Z4_Z10_Z9_Z7_Z7_Z5_Z5_Z14_Z8_Z11_Z4",11
"DP","0","FT","FT","Z5","Z4","Z2","Z2","Z2","Z5","In",982,178,"Z4_Z10_Z9_Z7_Z7_Z5_Z5_Z14_Z8_Z11_Z4",11
"F","1","BT","FT","Z4","Z2","Z2","Z5","Z5","Z5","In",983,178,"Z4_Z10_Z9_Z7_Z7_Z5_Z5_Z14_Z8_Z11_Z4",11
"DP","0","BT","BT","Z2","Z2","Z5","Z5","Z5","Z5","In",984,178,"Z4_Z10_Z9_Z7_Z7_Z5_Z5_Z14_Z8_Z11_Z4",11
"F","1","BS","BT","Z2","Z5","Z5","Z5","Z5","Z3","In",985,178,"Z4_Z10_Z9_Z7_Z7_Z5_Z5_Z14_Z8_Z11_Z4",11
"DP","0","FT","BS","Z5","Z5","Z5","Z3","Z3","Z2","In",986,178,"Z4_Z10_Z9_Z7_Z7_Z5_Z5_Z14_Z8_Z11_Z4",11
"DP","0","FT",NA,NA,NA,NA,"Z2","Z2","Z2","In",989,179,"Z2_Z7_Z2_Z13_Z2",5
"F","1","FT","FT",NA,NA,"Z2","Z2","Z2","Z2","In",990,179,"Z2_Z7_Z2_Z13_Z2",5
"DP","0","FT","FT",NA,"Z2","Z2","Z2","Z2","Z4","In",991,179,"Z2_Z7_Z2_Z13_Z2",5
"DP","0","FT",NA,NA,NA,NA,"Z4","Z4","Z5","Wide",994,180,"Z4_Z10",2
"DP","0","BT",NA,NA,NA,NA,"Z5","Z5","Z5","Wide",998,182,"Z5_Z10",2
"F","0","FS",NA,NA,NA,NA,"Z2","Z2","Z4","In",1000,183,"Z2_Z9_Z10_Z2_Z7_Z2_Z9",7
"DP","1","BT","FS",NA,NA,"Z2","Z4","Z4","Z5","In",1001,183,"Z2_Z9_Z10_Z2_Z7_Z2_Z9",7
"F","0","BS","BT",NA,"Z2","Z4","Z5","Z5","Z2","In",1002,183,"Z2_Z9_Z10_Z2_Z7_Z2_Z9",7
"DP","1","FT","BS","Z2","Z4","Z5","Z2","Z3","Z2","In",1003,183,"Z2_Z9_Z10_Z2_Z7_Z2_Z9",7
"F","0","FL","FT","Z4","Z5","Z2","Z2","Z2","Z2","In",1004,183,"Z2_Z9_Z10_Z2_Z7_Z2_Z9",7
"F","0","FT",NA,NA,NA,NA,"Z4","Z4","Z4","In",1007,184,"Z4_Z9_Z10_Z9_Z10_Z10_Z9_Z9_Z11_Z8_Z9_Z10_Z7_Z11_Z3_Z15",16
"DP","1","FT","FT",NA,NA,"Z4","Z4","Z4","Z5","In",1008,184,"Z4_Z9_Z10_Z9_Z10_Z10_Z9_Z9_Z11_Z8_Z9_Z10_Z7_Z11_Z3_Z15",16
"F","0","BS","FT",NA,"Z4","Z4","Z5","Z5","Z4","In",1009,184,"Z4_Z9_Z10_Z9_Z10_Z10_Z9_Z9_Z11_Z8_Z9_Z10_Z7_Z11_Z3_Z15",16
"DP","1","FT","BS","Z4","Z4","Z5","Z4","Z4","Z5","In",1010,184,"Z4_Z9_Z10_Z9_Z10_Z10_Z9_Z9_Z11_Z8_Z9_Z10_Z7_Z11_Z3_Z15",16
"F","0","BS","FT","Z4","Z5","Z4","Z5","Z5","Z5","In",1011,184,"Z4_Z9_Z10_Z9_Z10_Z10_Z9_Z9_Z11_Z8_Z9_Z10_Z7_Z11_Z3_Z15",16
"DP","1","BT","BS","Z5","Z4","Z5","Z5","Z5","Z4","In",1012,184,"Z4_Z9_Z10_Z9_Z10_Z10_Z9_Z9_Z11_Z8_Z9_Z10_Z7_Z11_Z3_Z15",16
"F","0","BT","BT","Z4","Z5","Z5","Z4","Z4","Z4","In",1013,184,"Z4_Z9_Z10_Z9_Z10_Z10_Z9_Z9_Z11_Z8_Z9_Z10_Z7_Z11_Z3_Z15",16
"DP","1","FT","BT","Z5","Z5","Z4","Z4","Z4","Z2","In",1014,184,"Z4_Z9_Z10_Z9_Z10_Z10_Z9_Z9_Z11_Z8_Z9_Z10_Z7_Z11_Z3_Z15",16
"F","0","FS","FT","Z5","Z4","Z4","Z2","Z2","Z3","In",1015,184,"Z4_Z9_Z10_Z9_Z10_Z10_Z9_Z9_Z11_Z8_Z9_Z10_Z7_Z11_Z3_Z15",16
"DP","1","FT","FS","Z4","Z4","Z2","Z3","Z3","Z4","In",1016,184,"Z4_Z9_Z10_Z9_Z10_Z10_Z9_Z9_Z11_Z8_Z9_Z10_Z7_Z11_Z3_Z15",16
"F","0","BT","FT","Z4","Z2","Z3","Z4","Z4","Z5","In",1017,184,"Z4_Z9_Z10_Z9_Z10_Z10_Z9_Z9_Z11_Z8_Z9_Z10_Z7_Z11_Z3_Z15",16
"DP","1","BT","BT","Z2","Z3","Z4","Z5","Z5","Z2","In",1018,184,"Z4_Z9_Z10_Z9_Z10_Z10_Z9_Z9_Z11_Z8_Z9_Z10_Z7_Z11_Z3_Z15",16
"F","0","FT","BT","Z3","Z4","Z5","Z2","Z3","Z2","In",1019,184,"Z4_Z9_Z10_Z9_Z10_Z10_Z9_Z9_Z11_Z8_Z9_Z10_Z7_Z11_Z3_Z15",16
"DP","1","FS","FT","Z4","Z5","Z2","Z2","Z2","Z3","In",1020,184,"Z4_Z9_Z10_Z9_Z10_Z10_Z9_Z9_Z11_Z8_Z9_Z10_Z7_Z11_Z3_Z15",16
"F","0","FV","FS","Z5","Z2","Z2","Z3","Z3","Z1","In",1021,184,"Z4_Z9_Z10_Z9_Z10_Z10_Z9_Z9_Z11_Z8_Z9_Z10_Z7_Z11_Z3_Z15",16
"F","0","BS",NA,NA,NA,NA,"Z3","Z3","Z4","In",1023,185,"Z3_Z9_Z10_Z8_Z7",5
"DP","1","FT","BS",NA,NA,"Z3","Z4","Z4","Z5","In",1024,185,"Z3_Z9_Z10_Z8_Z7",5
"F","0","BS","FT",NA,"Z3","Z4","Z5","Z5","Z3","In",1025,185,"Z3_Z9_Z10_Z8_Z7",5
"DP","1","FT","BS","Z3","Z4","Z5","Z3","Z3","Z2","In",1026,185,"Z3_Z9_Z10_Z8_Z7",5
"F","0","FS",NA,NA,NA,NA,"Z4","Z4","Z5","Wide",1028,186,"Z4_Z10",2
"DP","0","FT",NA,NA,NA,NA,"Z2","Z2","Z3","In",1030,187,"Z2_Z3_Z10_Z9_Z8_Z7_Z8",7
"F","1","FT","FT",NA,NA,"Z2","Z3","Z3","Z5","In",1031,187,"Z2_Z3_Z10_Z9_Z8_Z7_Z8",7
"DP","0","FT","FT",NA,"Z2","Z3","Z5","Z5","Z4","In",1032,187,"Z2_Z3_Z10_Z9_Z8_Z7_Z8",7
"F","1","FT","FT","Z2","Z3","Z5","Z4","Z4","Z3","In",1033,187,"Z2_Z3_Z10_Z9_Z8_Z7_Z8",7
"DP","0","FT","FT","Z3","Z5","Z4","Z3","Z3","Z2","In",1034,187,"Z2_Z3_Z10_Z9_Z8_Z7_Z8",7
"DP","0","BT",NA,NA,NA,NA,"Z5","Z5","Z5","In",1037,188,"Z5_Z5_Z13_Z7",4
"F","1","BT","BT",NA,NA,"Z5","Z5","Z5","Z4","In",1038,188,"Z5_Z5_Z13_Z7",4
"DP","0","FS","BT",NA,"Z5","Z5","Z4","Z4","Z2","Wide",1039,188,"Z5_Z5_Z13_Z7",4
"DP","0","FT",NA,NA,NA,NA,"Z4","Z4","Z5","In",1043,190,"Z4_Z10_Z5_Z7_Z2_Z7_Z5",7
"F","1","BS","FT",NA,NA,"Z4","Z5","Z5","Z5","In",1044,190,"Z4_Z10_Z5_Z7_Z2_Z7_Z5",7
"DP","0","BT","BS",NA,"Z4","Z5","Z5","Z5","Z2","In",1045,190,"Z4_Z10_Z5_Z7_Z2_Z7_Z5",7
"F","1","FT","BT","Z4","Z5","Z5","Z2","Z2","Z2","In",1046,190,"Z4_Z10_Z5_Z7_Z2_Z7_Z5",7
"DP","0","FT","FT","Z5","Z5","Z2","Z2","Z2","Z2","In",1047,190,"Z4_Z10_Z5_Z7_Z2_Z7_Z5",7
"DP","0","FT",NA,NA,NA,NA,"Z2","Z2","Z3","In",1050,191,"Z2_Z12_Z4_Z8_Z2_Z14",6
"F","1","FT","FT",NA,NA,"Z2","Z3","Z3","Z4","In",1051,191,"Z2_Z12_Z4_Z8_Z2_Z14",6
"DP","0","BT","FT",NA,"Z2","Z3","Z4","Z4","Z3","In",1052,191,"Z2_Z12_Z4_Z8_Z2_Z14",6
"F","1","FT","BT","Z2","Z3","Z4","Z3","Z3","Z2","In",1053,191,"Z2_Z12_Z4_Z8_Z2_Z14",6
"DP","0","FV","FT","Z3","Z4","Z3","Z2","Z2","Z5","Long",1054,191,"Z2_Z12_Z4_Z8_Z2_Z14",6
"F","0","BS",NA,NA,NA,NA,"Z3","Z3","Z3","In",1056,192,"Z3_Z3_Z7_Z7_Z10_Z10_Z9",7
"DP","1","FT","BS",NA,NA,"Z3","Z3","Z3","Z2","In",1057,192,"Z3_Z3_Z7_Z7_Z10_Z10_Z9",7
"F","0","FT","FT",NA,"Z3","Z3","Z2","Z2","Z2","In",1058,192,"Z3_Z3_Z7_Z7_Z10_Z10_Z9",7
"DP","1","FT","FT","Z3","Z3","Z2","Z2","Z2","Z5","In",1059,192,"Z3_Z3_Z7_Z7_Z10_Z10_Z9",7
"F","0","BS","FT","Z3","Z2","Z2","Z5","Z5","Z5","In",1060,192,"Z3_Z3_Z7_Z7_Z10_Z10_Z9",7
