"Player","Server","Stroke.Type","Opp.Stroke.Type","Ball.hit.to.lag4","Ball.hit.to.lag3","Ball.hit.to.lag2","Ball.lands","Ball.hit.from","Ball.hit.to","In.out","id","rally_num","hit.to.string","rally_length"
"DP","0","FT","FT","Z4","Z2","Z4","Z5","Z5","Z4","In",588,101,"Z3_Z9_Z2_Z4_Z10_Z4_Z8_Z10",8
"F","1","BS","FT","Z2","Z4","Z5","Z4","Z4","Z3","In",589,101,"Z3_Z9_Z2_Z4_Z10_Z4_Z8_Z10",8
"DP","0","FT","BS","Z4","Z5","Z4","Z3","Z2","Z5","Wide",590,101,"Z3_Z9_Z2_Z4_Z10_Z4_Z8_Z10",8
"DP","0","BT",NA,NA,NA,NA,"Z5","Z5","Z4","In",592,102,"Z5_Z9_Z5_Z10_Z9_Z9_Z14_Z9_Z9_Z13_Z4_Z7_Z2",13
"F","1","FT","BT",NA,NA,"Z5","Z4","Z4","Z5","In",593,102,"Z5_Z9_Z5_Z10_Z9_Z9_Z14_Z9_Z9_Z13_Z4_Z7_Z2",13
"DP","0","BT","FT",NA,"Z5","Z4","Z5","Z5","Z5","In",594,102,"Z5_Z9_Z5_Z10_Z9_Z9_Z14_Z9_Z9_Z13_Z4_Z7_Z2",13
"F","1","BS","BT","Z5","Z4","Z5","Z5","Z5","Z4","In",595,102,"Z5_Z9_Z5_Z10_Z9_Z9_Z14_Z9_Z9_Z13_Z4_Z7_Z2",13
"DP","0","FT","BS","Z4","Z5","Z5","Z4","Z4","Z4","In",596,102,"Z5_Z9_Z5_Z10_Z9_Z9_Z14_Z9_Z9_Z13_Z4_Z7_Z2",13
"F","1","BS","FT","Z5","Z5","Z4","Z4","Z4","Z5","In",597,102,"Z5_Z9_Z5_Z10_Z9_Z9_Z14_Z9_Z9_Z13_Z4_Z7_Z2",13
"DP","0","FT","BS","Z5","Z4","Z4","Z5","Z5","Z4","In",598,102,"Z5_Z9_Z5_Z10_Z9_Z9_Z14_Z9_Z9_Z13_Z4_Z7_Z2",13
"F","1","FT","FT","Z4","Z4","Z5","Z4","Z4","Z4","In",599,102,"Z5_Z9_Z5_Z10_Z9_Z9_Z14_Z9_Z9_Z13_Z4_Z7_Z2",13
"DP","0","BT","FT","Z4","Z5","Z4","Z4","Z4","Z4","In",600,102,"Z5_Z9_Z5_Z10_Z9_Z9_Z14_Z9_Z9_Z13_Z4_Z7_Z2",13
"F","1","BS","BT","Z5","Z4","Z4","Z4","Z4","Z4","In",601,102,"Z5_Z9_Z5_Z10_Z9_Z9_Z14_Z9_Z9_Z13_Z4_Z7_Z2",13
"DP","0","FT","BS","Z4","Z4","Z4","Z4","Z4","Z2","In",602,102,"Z5_Z9_Z5_Z10_Z9_Z9_Z14_Z9_Z9_Z13_Z4_Z7_Z2",13
"DP","0","FT",NA,NA,NA,NA,"Z2","Z2","Z1","Wide",605,103,"Z2_Z1",2
"DP","0","BT",NA,NA,NA,NA,"Z3","Z3","Z3","In",607,104,"Z3_Z8_Z3_Z5",4
"F","1","FT","BT",NA,NA,"Z3","Z3","Z3","Z3","In",608,104,"Z3_Z8_Z3_Z5",4
"DP","0","BS",NA,NA,NA,NA,"Z5","Z4","Z5","In",611,105,"Z5_Z10_Z5_Z9_Z2_Z12_Z2_Z11_Z9_Z9",10
"F","1","FT","BS",NA,NA,"Z5","Z5","Z5","Z5","In",612,105,"Z5_Z10_Z5_Z9_Z2_Z12_Z2_Z11_Z9_Z9",10
"DP","0","BT","FT",NA,"Z5","Z5","Z5","Z5","Z4","In",613,105,"Z5_Z10_Z5_Z9_Z2_Z12_Z2_Z11_Z9_Z9",10
"F","1","FT","BT","Z5","Z5","Z5","Z4","Z4","Z2","In",614,105,"Z5_Z10_Z5_Z9_Z2_Z12_Z2_Z11_Z9_Z9",10
"DP","0","FT","FT","Z5","Z5","Z4","Z2","Z3","Z3","In",615,105,"Z5_Z10_Z5_Z9_Z2_Z12_Z2_Z11_Z9_Z9",10
"F","1","FT","FT","Z5","Z4","Z2","Z3","Z3","Z2","In",616,105,"Z5_Z10_Z5_Z9_Z2_Z12_Z2_Z11_Z9_Z9",10
"DP","0","FT","FT","Z4","Z2","Z3","Z2","Z2","Z2","In",617,105,"Z5_Z10_Z5_Z9_Z2_Z12_Z2_Z11_Z9_Z9",10
"F","1","FT","FT","Z2","Z3","Z2","Z2","Z2","Z4","In",618,105,"Z5_Z10_Z5_Z9_Z2_Z12_Z2_Z11_Z9_Z9",10
"F","0","BS",NA,NA,NA,NA,"Z3","Z2","Z3","In",621,106,"Z3_Z3_Z7_Z14",4
"DP","1","FT","BS",NA,NA,"Z3","Z3","Z2","Z2","In",622,106,"Z3_Z3_Z7_Z14",4
"F","0","FT","FT",NA,"Z3","Z3","Z2","Z2","Z5","Long",623,106,"Z3_Z3_Z7_Z14",4
"F","0","BS",NA,NA,NA,NA,"Z3","Z3","Z4","In",627,108,"Z3_Z4_Z10_Z5_Z7_Z18_Z5",7
"DP","1","BT","BS",NA,NA,"Z3","Z4","Z4","Z5","In",628,108,"Z3_Z4_Z10_Z5_Z7_Z18_Z5",7
"F","0","BS","BT",NA,"Z3","Z4","Z5","Z5","Z5","In",629,108,"Z3_Z4_Z10_Z5_Z7_Z18_Z5",7
"DP","1","BT","BS","Z3","Z4","Z5","Z5","Z5","Z2","In",630,108,"Z3_Z4_Z10_Z5_Z7_Z18_Z5",7
"F","0","FS","BT","Z4","Z5","Z5","Z2","Z3","Z1","In",631,108,"Z3_Z4_Z10_Z5_Z7_Z18_Z5",7
"DP","1","BT","FS","Z5","Z5","Z2","Z1","Z6","Z5","In",632,108,"Z3_Z4_Z10_Z5_Z7_Z18_Z5",7
"DP","0","FT",NA,NA,NA,NA,"Z3","Z3","Z2","In",636,110,"Z3_Z7_Z7_Z10_Z10_Z10",6
"F","1","FT","FT",NA,NA,"Z3","Z2","Z2","Z2","In",637,110,"Z3_Z7_Z7_Z10_Z10_Z10",6
"DP","0","FT","FT",NA,"Z3","Z2","Z2","Z2","Z5","In",638,110,"Z3_Z7_Z7_Z10_Z10_Z10",6
"F","1","BS","FT","Z3","Z2","Z2","Z5","Z5","Z5","In",639,110,"Z3_Z7_Z7_Z10_Z10_Z10",6
"DP","0","BS",NA,NA,NA,NA,"Z6","Z5","Z6","Out",642,111,"Z6_Z6",2
"DP","0","BT",NA,NA,NA,NA,"Z3","Z3","Z3","In",644,112,"Z3_Z8_Z9_Z9_Z10_Z10_Z4_Z10_Z5",9
"F","1","FT","BT",NA,NA,"Z3","Z3","Z3","Z4","In",645,112,"Z3_Z8_Z9_Z9_Z10_Z10_Z4_Z10_Z5",9
"DP","0","BT","FT",NA,"Z3","Z3","Z4","Z4","Z4","In",646,112,"Z3_Z8_Z9_Z9_Z10_Z10_Z4_Z10_Z5",9
"F","1","FT","BT","Z3","Z3","Z4","Z4","Z4","Z5","In",647,112,"Z3_Z8_Z9_Z9_Z10_Z10_Z4_Z10_Z5",9
"DP","0","BT","FT","Z3","Z4","Z4","Z5","Z5","Z5","In",648,112,"Z3_Z8_Z9_Z9_Z10_Z10_Z4_Z10_Z5",9
"F","1","BT","BT","Z4","Z4","Z5","Z5","Z5","Z4","In",649,112,"Z3_Z8_Z9_Z9_Z10_Z10_Z4_Z10_Z5",9
"DP","0","FT","BT","Z4","Z5","Z5","Z4","Z4","Z5","In",650,112,"Z3_Z8_Z9_Z9_Z10_Z10_Z4_Z10_Z5",9
"DP","0","BS",NA,NA,NA,NA,"Z5","Z5","Z3","In",653,113,"Z5_Z3_Z6_Z13_Z13",5
"F","1","FS","BS",NA,NA,"Z5","Z3","Z3","Z6","In",654,113,"Z5_Z3_Z6_Z13_Z13",5
"DP","0","BL","FS",NA,"Z5","Z3","Z6","Z5","Z4","In",655,113,"Z5_Z3_Z6_Z13_Z13",5
"F","1","FL","BL","Z5","Z3","Z6","Z4","Z4","Z4","Long",656,113,"Z5_Z3_Z6_Z13_Z13",5
"DP","0","FT",NA,NA,NA,NA,"Z3","Z3","Z3","In",658,114,"Z3_Z3_Z11_Z10",4
"F","1","FT","FT",NA,NA,"Z3","Z3","Z3","Z2","In",659,114,"Z3_Z3_Z11_Z10",4
"DP","0","FT","FT",NA,"Z3","Z3","Z2","Z2","Z5","In",660,114,"Z3_Z3_Z11_Z10",4
"DP","0","BT",NA,NA,NA,NA,"Z5","Z4","Z3","In",662,115,"Z5_Z8_Z10_Z6_Z7_Z10",6
"F","1","FT","BT",NA,NA,"Z5","Z3","Z3","Z5","In",663,115,"Z5_Z8_Z10_Z6_Z7_Z10",6
"DP","0","BT","FT",NA,"Z5","Z3","Z5","Z5","Z6","In",664,115,"Z5_Z8_Z10_Z6_Z7_Z10",6
"F","1","BV","BT","Z5","Z3","Z5","Z6","Z6","Z2","In",665,115,"Z5_Z8_Z10_Z6_Z7_Z10",6
"DP","0","FT","BV","Z3","Z5","Z6","Z2","Z2","Z5","In",666,115,"Z5_Z8_Z10_Z6_Z7_Z10",6
"F","0","FS",NA,NA,NA,NA,"Z2","Z2","Z5","In",668,116,"Z2_Z10_Z10_Z5",4
"DP","1","BT","FS",NA,NA,"Z2","Z5","Z5","Z5","In",669,116,"Z2_Z10_Z10_Z5",4
"F","0","BS",NA,NA,NA,NA,"Z5","Z4","Z3","In",672,117,"Z5_Z12_Z10_Z9_Z10_Z9_Z7_Z9_Z10",9
"DP","1","FT","BS",NA,NA,"Z5","Z3","Z3","Z5","In",673,117,"Z5_Z12_Z10_Z9_Z10_Z9_Z7_Z9_Z10",9
"F","0","BL","FT",NA,"Z5","Z3","Z5","Z5","Z4","In",674,117,"Z5_Z12_Z10_Z9_Z10_Z9_Z7_Z9_Z10",9
"DP","1","FT","BL","Z5","Z3","Z5","Z4","Z5","Z5","In",675,117,"Z5_Z12_Z10_Z9_Z10_Z9_Z7_Z9_Z10",9
"F","0","BT","FT","Z3","Z5","Z4","Z5","Z5","Z4","In",676,117,"Z5_Z12_Z10_Z9_Z10_Z9_Z7_Z9_Z10",9
"DP","1","FT","BT","Z5","Z4","Z5","Z4","Z4","Z2","In",677,117,"Z5_Z12_Z10_Z9_Z10_Z9_Z7_Z9_Z10",9
"F","0","FT","FT","Z4","Z5","Z4","Z2","Z2","Z4","In",678,117,"Z5_Z12_Z10_Z9_Z10_Z9_Z7_Z9_Z10",9
"DP","1","FT","FT","Z5","Z4","Z2","Z4","Z4","Z5","In",679,117,"Z5_Z12_Z10_Z9_Z10_Z9_Z7_Z9_Z10",9
"F","0","FS",NA,NA,NA,NA,"Z2","Z2","Z5","Wide",681,118,"Z2_Z10",2
"F","0","BS",NA,NA,NA,NA,"Z5","Z5","Z5","In",683,119,"Z5_Z10_Z7_Z8_Z12",5
"DP","1","FT","BS",NA,NA,"Z5","Z5","Z5","Z2","In",684,119,"Z5_Z10_Z7_Z8_Z12",5
"F","0","FT","FT",NA,"Z5","Z5","Z2","Z3","Z3","In",685,119,"Z5_Z10_Z7_Z8_Z12",5
"DP","1","FT","FT","Z5","Z5","Z2","Z3","Z3","Z3","Long",686,119,"Z5_Z10_Z7_Z8_Z12",5
"DP","0","BS",NA,NA,NA,NA,"Z4","Z4","Z4","In",690,121,"Z4_Z9_Z7_Z13_Z7_Z13",6
"F","1","FT","BS",NA,NA,"Z4","Z4","Z4","Z2","In",691,121,"Z4_Z9_Z7_Z13_Z7_Z13",6
"DP","0","FS","FT",NA,"Z4","Z4","Z2","Z2","Z4","In",692,121,"Z4_Z9_Z7_Z13_Z7_Z13",6
"F","1","FO","FS","Z4","Z4","Z2","Z4","Z4","Z2","In",693,121,"Z4_Z9_Z7_Z13_Z7_Z13",6
"DP","0","FS","FO","Z4","Z2","Z4","Z2","Z2","Z4","Long",694,121,"Z4_Z9_Z7_Z13_Z7_Z13",6
"DP","0","BT",NA,NA,NA,NA,"Z2","Z2","Z4","In",696,122,"Z2_Z13_Z14",3
"F","1","FS","BT",NA,NA,"Z2","Z4","Z4","Z5","Long",697,122,"Z2_Z13_Z14",3
"DP","0","FT",NA,NA,NA,NA,"Z4","Z5","Z2","In",701,124,"Z4_Z7_Z5_Z11",4
"F","1","FS","FT",NA,NA,"Z4","Z2","Z3","Z5","In",702,124,"Z4_Z7_Z5_Z11",4
"DP","0","FT","FS",NA,"Z4","Z2","Z5","Z5","Z2","Wide",703,124,"Z4_Z7_Z5_Z11",4
"F","0","FT",NA,NA,NA,NA,"Z2","Z2","Z5","In",705,125,"Z2_Z10_Z10_Z10_Z9_Z7_Z7",7
"DP","1","BT","FT",NA,NA,"Z2","Z5","Z4","Z5","In",706,125,"Z2_Z10_Z10_Z10_Z9_Z7_Z7",7
"F","0","BS","BT",NA,"Z2","Z5","Z5","Z5","Z5","In",707,125,"Z2_Z10_Z10_Z10_Z9_Z7_Z7",7
"DP","1","BT","BS","Z2","Z5","Z5","Z5","Z5","Z4","In",708,125,"Z2_Z10_Z10_Z10_Z9_Z7_Z7",7
"F","0","FT","BT","Z5","Z5","Z5","Z4","Z4","Z2","In",709,125,"Z2_Z10_Z10_Z10_Z9_Z7_Z7",7
"DP","1","FT","FT","Z5","Z5","Z4","Z2","Z2","Z2","In",710,125,"Z2_Z10_Z10_Z10_Z9_Z7_Z7",7
"DP","0","BT",NA,NA,NA,NA,"Z5","Z5","Z4","Long",712,126,"Z5_Z13",2
"DP","0","FT",NA,NA,NA,NA,"Z2","Z3","Z3","In",714,127,"Z2_Z8_Z8_Z10_Z8_Z8_Z8_Z10_Z10_Z9_Z5_Z10_Z1_Z3_Z10_Z13",16
"F","1","FT","FT",NA,NA,"Z2","Z3","Z3","Z3","In",715,127,"Z2_Z8_Z8_Z10_Z8_Z8_Z8_Z10_Z10_Z9_Z5_Z10_Z1_Z3_Z10_Z13",16
"DP","0","FT","FT",NA,"Z2","Z3","Z3","Z3","Z5","In",716,127,"Z2_Z8_Z8_Z10_Z8_Z8_Z8_Z10_Z10_Z9_Z5_Z10_Z1_Z3_Z10_Z13",16
"F","1","BS","FT","Z2","Z3","Z3","Z5","Z5","Z3","In",717,127,"Z2_Z8_Z8_Z10_Z8_Z8_Z8_Z10_Z10_Z9_Z5_Z10_Z1_Z3_Z10_Z13",16
"DP","0","FT","BS","Z3","Z3","Z5","Z3","Z3","Z3","In",718,127,"Z2_Z8_Z8_Z10_Z8_Z8_Z8_Z10_Z10_Z9_Z5_Z10_Z1_Z3_Z10_Z13",16
"F","1","FT","FT","Z3","Z5","Z3","Z3","Z3","Z3","In",719,127,"Z2_Z8_Z8_Z10_Z8_Z8_Z8_Z10_Z10_Z9_Z5_Z10_Z1_Z3_Z10_Z13",16
"DP","0","FT","FT","Z5","Z3","Z3","Z3","Z3","Z5","In",720,127,"Z2_Z8_Z8_Z10_Z8_Z8_Z8_Z10_Z10_Z9_Z5_Z10_Z1_Z3_Z10_Z13",16
"F","1","BS","FT","Z3","Z3","Z3","Z5","Z5","Z5","In",721,127,"Z2_Z8_Z8_Z10_Z8_Z8_Z8_Z10_Z10_Z9_Z5_Z10_Z1_Z3_Z10_Z13",16
"DP","0","FT","BS","Z3","Z3","Z5","Z5","Z5","Z4","In",722,127,"Z2_Z8_Z8_Z10_Z8_Z8_Z8_Z10_Z10_Z9_Z5_Z10_Z1_Z3_Z10_Z13",16
"F","1","FT","FT","Z3","Z5","Z5","Z4","Z4","Z5","In",723,127,"Z2_Z8_Z8_Z10_Z8_Z8_Z8_Z10_Z10_Z9_Z5_Z10_Z1_Z3_Z10_Z13",16
"DP","0","BS","FT","Z5","Z5","Z4","Z5","Z5","Z5","In",724,127,"Z2_Z8_Z8_Z10_Z8_Z8_Z8_Z10_Z10_Z9_Z5_Z10_Z1_Z3_Z10_Z13",16
"F","1","FT","BS","Z5","Z4","Z5","Z5","Z5","Z1","In",725,127,"Z2_Z8_Z8_Z10_Z8_Z8_Z8_Z10_Z10_Z9_Z5_Z10_Z1_Z3_Z10_Z13",16
"DP","0","FS","FT","Z4","Z5","Z5","Z1","Z2","Z3","In",726,127,"Z2_Z8_Z8_Z10_Z8_Z8_Z8_Z10_Z10_Z9_Z5_Z10_Z1_Z3_Z10_Z13",16
"F","1","FO","FS","Z5","Z5","Z1","Z3","Z3","Z5","In",727,127,"Z2_Z8_Z8_Z10_Z8_Z8_Z8_Z10_Z10_Z9_Z5_Z10_Z1_Z3_Z10_Z13",16
"DP","0","BL","FO","Z5","Z1","Z3","Z5","Z5","Z4","Long",728,127,"Z2_Z8_Z8_Z10_Z8_Z8_Z8_Z10_Z10_Z9_Z5_Z10_Z1_Z3_Z10_Z13",16
"F","0","BS",NA,NA,NA,NA,"Z5","Z5","Z4","In",730,128,"Z5_Z13_Z10_Z13",4
"DP","1","FT","BS",NA,NA,"Z5","Z4","Z4","Z5","In",731,128,"Z5_Z13_Z10_Z13",4
"F","0","FT","FT",NA,"Z5","Z4","Z5","Z5","Z4","Long",732,128,"Z5_Z13_Z10_Z13",4
"F","0","BS",NA,NA,NA,NA,"Z2","Z2","Z5","In",734,129,"Z2_Z10_Z10_Z5",4
"DP","1","BT","BS",NA,NA,"Z2","Z5","Z4","Z5","In",735,129,"Z2_Z10_Z10_Z5",4
"DP","0","BT",NA,NA,NA,NA,"Z5","Z5","Z3","In",738,130,"Z5_Z8_Z10_Z9_Z7_Z12_Z13_Z14_Z5_Z10_Z7_Z7",12
"F","1","FT","BT",NA,NA,"Z5","Z3","Z4","Z5","In",739,130,"Z5_Z8_Z10_Z9_Z7_Z12_Z13_Z14_Z5_Z10_Z7_Z7",12
"DP","0","BT","FT",NA,"Z5","Z3","Z5","Z5","Z4","In",740,130,"Z5_Z8_Z10_Z9_Z7_Z12_Z13_Z14_Z5_Z10_Z7_Z7",12
"F","1","FT","BT","Z5","Z3","Z5","Z4","Z4","Z2","In",741,130,"Z5_Z8_Z10_Z9_Z7_Z12_Z13_Z14_Z5_Z10_Z7_Z7",12
"DP","0","FT","FT","Z3","Z5","Z4","Z2","Z3","Z3","In",742,130,"Z5_Z8_Z10_Z9_Z7_Z12_Z13_Z14_Z5_Z10_Z7_Z7",12
"F","1","FT","FT","Z5","Z4","Z2","Z3","Z3","Z4","In",743,130,"Z5_Z8_Z10_Z9_Z7_Z12_Z13_Z14_Z5_Z10_Z7_Z7",12
"DP","0","BT","FT","Z4","Z2","Z3","Z4","Z4","Z5","In",744,130,"Z5_Z8_Z10_Z9_Z7_Z12_Z13_Z14_Z5_Z10_Z7_Z7",12
"F","1","BS","BT","Z2","Z3","Z4","Z5","Z5","Z5","In",745,130,"Z5_Z8_Z10_Z9_Z7_Z12_Z13_Z14_Z5_Z10_Z7_Z7",12
"DP","0","FT","BS","Z3","Z4","Z5","Z5","Z5","Z5","In",746,130,"Z5_Z8_Z10_Z9_Z7_Z12_Z13_Z14_Z5_Z10_Z7_Z7",12
"F","1","BS","FT","Z4","Z5","Z5","Z5","Z5","Z2","In",747,130,"Z5_Z8_Z10_Z9_Z7_Z12_Z13_Z14_Z5_Z10_Z7_Z7",12
"DP","0","FT",NA,NA,NA,NA,"Z2","Z2","Z3","In",750,131,"Z2_Z8_Z11",3
"F","1","FT","FT",NA,NA,"Z2","Z3","Z3","Z2","Long",751,131,"Z2_Z8_Z11",3
"F","0","BS",NA,NA,NA,NA,"Z5","Z5","Z4","In",753,132,"Z5_Z9_Z12",3
"DP","1","FT","BS",NA,NA,"Z5","Z4","Z4","Z3","In",754,132,"Z5_Z9_Z12",3
"F","0","BS",NA,NA,NA,NA,"Z3","Z3","Z5","In",756,133,"Z3_Z5_Z7",3
"DP","1","BT","BS",NA,NA,"Z3","Z5","Z6","Z2","In",757,133,"Z3_Z5_Z7",3
"DP","0","FT",NA,NA,NA,NA,"Z4","Z4","Z4","In",759,134,"Z4_Z13_Z5_Z5_Z9_Z11_Z9_Z10_Z4_Z11_Z9_Z14",12
"F","1","FT","FT",NA,NA,"Z4","Z4","Z4","Z5","In",760,134,"Z4_Z13_Z5_Z5_Z9_Z11_Z9_Z10_Z4_Z11_Z9_Z14",12
"DP","0","BT","FT",NA,"Z4","Z4","Z5","Z5","Z5","In",761,134,"Z4_Z13_Z5_Z5_Z9_Z11_Z9_Z10_Z4_Z11_Z9_Z14",12
"F","1","BT","BT","Z4","Z4","Z5","Z5","Z5","Z4","In",762,134,"Z4_Z13_Z5_Z5_Z9_Z11_Z9_Z10_Z4_Z11_Z9_Z14",12
"DP","0","FT","BT","Z4","Z5","Z5","Z4","Z4","Z2","In",763,134,"Z4_Z13_Z5_Z5_Z9_Z11_Z9_Z10_Z4_Z11_Z9_Z14",12
"F","1","FT","FT","Z5","Z5","Z4","Z2","Z2","Z4","In",764,134,"Z4_Z13_Z5_Z5_Z9_Z11_Z9_Z10_Z4_Z11_Z9_Z14",12
"DP","0","FT","FT","Z5","Z4","Z2","Z4","Z4","Z5","In",765,134,"Z4_Z13_Z5_Z5_Z9_Z11_Z9_Z10_Z4_Z11_Z9_Z14",12
"F","1","BS","FT","Z4","Z2","Z4","Z5","Z5","Z4","In",766,134,"Z4_Z13_Z5_Z5_Z9_Z11_Z9_Z10_Z4_Z11_Z9_Z14",12
"DP","0","FT","BS","Z2","Z4","Z5","Z4","Z4","Z2","In",767,134,"Z4_Z13_Z5_Z5_Z9_Z11_Z9_Z10_Z4_Z11_Z9_Z14",12
"F","1","FS","FT","Z4","Z5","Z4","Z2","Z2","Z4","In",768,134,"Z4_Z13_Z5_Z5_Z9_Z11_Z9_Z10_Z4_Z11_Z9_Z14",12
"DP","0","FO","FS","Z5","Z4","Z2","Z4","Z4","Z5","Long",769,134,"Z4_Z13_Z5_Z5_Z9_Z11_Z9_Z10_Z4_Z11_Z9_Z14",12
"DP","0","FT",NA,NA,NA,NA,"Z2","Z2","Z5","Long",771,135,"Z2_Z14",2
"F","0","BS",NA,NA,NA,NA,"Z5","Z5","Z5","In",773,136,"Z5_Z10_Z10",3
"DP","1","FT","BS",NA,NA,"Z5","Z5","Z5","Z5","In",774,136,"Z5_Z10_Z10",3
"DP","0","BS",NA,NA,NA,NA,"Z3","Z4","Z2","In",776,137,"Z3_Z2_Z7",3
"F","1","FT","BS",NA,NA,"Z3","Z2","Z2","Z2","In",777,137,"Z3_Z2_Z7",3
"DP","0","BT",NA,NA,NA,NA,"Z5","Z5","Z5","In",779,138,"Z5_Z10_Z8_Z7_Z7_Z10_Z8_Z7_Z10_Z8_Z2_Z13",12
"F","1","BS","BT",NA,NA,"Z5","Z5","Z5","Z3","In",780,138,"Z5_Z10_Z8_Z7_Z7_Z10_Z8_Z7_Z10_Z8_Z2_Z13",12
"DP","0","FT","BS",NA,"Z5","Z5","Z3","Z4","Z2","In",781,138,"Z5_Z10_Z8_Z7_Z7_Z10_Z8_Z7_Z10_Z8_Z2_Z13",12
"F","1","FT","FT","Z5","Z5","Z3","Z2","Z2","Z2","In",782,138,"Z5_Z10_Z8_Z7_Z7_Z10_Z8_Z7_Z10_Z8_Z2_Z13",12
"DP","0","FT","FT","Z5","Z3","Z2","Z2","Z2","Z5","In",783,138,"Z5_Z10_Z8_Z7_Z7_Z10_Z8_Z7_Z10_Z8_Z2_Z13",12
"F","1","BS","FT","Z3","Z2","Z2","Z5","Z4","Z3","In",784,138,"Z5_Z10_Z8_Z7_Z7_Z10_Z8_Z7_Z10_Z8_Z2_Z13",12
"DP","0","FT","BS","Z2","Z2","Z5","Z3","Z3","Z2","In",785,138,"Z5_Z10_Z8_Z7_Z7_Z10_Z8_Z7_Z10_Z8_Z2_Z13",12
"F","1","FT","FT","Z2","Z5","Z3","Z2","Z2","Z5","In",786,138,"Z5_Z10_Z8_Z7_Z7_Z10_Z8_Z7_Z10_Z8_Z2_Z13",12
"DP","0","BT","FT","Z5","Z3","Z2","Z5","Z5","Z3","In",787,138,"Z5_Z10_Z8_Z7_Z7_Z10_Z8_Z7_Z10_Z8_Z2_Z13",12
"F","1","FT","BT","Z3","Z2","Z5","Z3","Z3","Z2","In",788,138,"Z5_Z10_Z8_Z7_Z7_Z10_Z8_Z7_Z10_Z8_Z2_Z13",12
"DP","0","FT","FT","Z2","Z5","Z3","Z2","Z2","Z4","Long",789,138,"Z5_Z10_Z8_Z7_Z7_Z10_Z8_Z7_Z10_Z8_Z2_Z13",12
"F","0","BS",NA,NA,NA,NA,"Z3","Z3","Z4","Long",791,139,"Z3_Z13",2
"F","0","BT",NA,NA,NA,NA,"Z5","Z5","Z4","In",793,140,"Z5_Z9_Z7_Z9_Z10_Z9_Z8_Z8_Z10_Z14",10
"DP","1","FT","BT",NA,NA,"Z5","Z4","Z4","Z2","In",794,140,"Z5_Z9_Z7_Z9_Z10_Z9_Z8_Z8_Z10_Z14",10
"F","0","FS","FT",NA,"Z5","Z4","Z2","Z2","Z4","In",795,140,"Z5_Z9_Z7_Z9_Z10_Z9_Z8_Z8_Z10_Z14",10
"DP","1","FT","FS","Z5","Z4","Z2","Z4","Z4","Z5","In",796,140,"Z5_Z9_Z7_Z9_Z10_Z9_Z8_Z8_Z10_Z14",10
"F","0","BS","FT","Z4","Z2","Z4","Z5","Z5","Z4","In",797,140,"Z5_Z9_Z7_Z9_Z10_Z9_Z8_Z8_Z10_Z14",10
"DP","1","FT","BS","Z2","Z4","Z5","Z4","Z4","Z3","In",798,140,"Z5_Z9_Z7_Z9_Z10_Z9_Z8_Z8_Z10_Z14",10
"F","0","FT","FT","Z4","Z5","Z4","Z3","Z3","Z3","In",799,140,"Z5_Z9_Z7_Z9_Z10_Z9_Z8_Z8_Z10_Z14",10
"DP","1","FT","FT","Z5","Z4","Z3","Z3","Z2","Z5","In",800,140,"Z5_Z9_Z7_Z9_Z10_Z9_Z8_Z8_Z10_Z14",10
"F","0","BS","FT","Z4","Z3","Z3","Z5","Z5","Z5","Long",801,140,"Z5_Z9_Z7_Z9_Z10_Z9_Z8_Z8_Z10_Z14",10
"F","0","BS",NA,NA,NA,NA,"Z3","Z3","Z4","Long",803,141,"Z3_Z9",2
"DP","0","BT",NA,NA,NA,NA,"Z5","Z5","Z5","In",807,143,"Z5_Z10_Z9",3
"DP","0","FT",NA,NA,NA,NA,"Z2","Z2","Z2","Wide",810,144,"Z2_Z7",2
"DP","0","BS",NA,NA,NA,NA,"Z5","Z5","Z5","In",812,145,"Z5_Z5_Z5",3
"DP","0","FT",NA,NA,NA,NA,"Z2","Z2","Z4","In",815,146,"Z2_Z9_Z9_Z2",4
"F","1","FT","FT",NA,NA,"Z2","Z4","Z3","Z4","In",816,146,"Z2_Z9_Z9_Z2",4
"DP","0","BT","FT",NA,"Z2","Z4","Z4","Z4","Z2","In",817,146,"Z2_Z9_Z9_Z2",4
"DP","0","FT",NA,NA,NA,NA,"Z4","Z4","Z4","In",819,147,"Z4_Z9_Z8_Z10",4
"F","1","FT","FT",NA,NA,"Z4","Z4","Z4","Z3","In",820,147,"Z4_Z9_Z8_Z10",4
"DP","0","FT","FT",NA,"Z4","Z4","Z3","Z3","Z5","Wide",821,147,"Z4_Z9_Z8_Z10",4
"DP","0","BT",NA,NA,NA,NA,"Z2","Z2","Z5","In",823,148,"Z2_Z10_Z10_Z5_Z9_Z11",6
"F","1","BS","BT",NA,NA,"Z2","Z5","Z5","Z5","In",824,148,"Z2_Z10_Z10_Z5_Z9_Z11",6
"DP","0","BT","BS",NA,"Z2","Z5","Z5","Z5","Z5","In",825,148,"Z2_Z10_Z10_Z5_Z9_Z11",6
"F","1","BS","BT","Z2","Z5","Z5","Z5","Z5","Z4","In",826,148,"Z2_Z10_Z10_Z5_Z9_Z11",6
"DP","0","BT","BS","Z5","Z5","Z5","Z4","Z5","Z2","Long",827,148,"Z2_Z10_Z10_Z5_Z9_Z11",6
"DP","0","BS",NA,NA,NA,NA,"Z5","Z5","Z5","In",829,149,"Z5_Z5_Z10",3
