"","Player","Server","Stroke.Type","Opp.Stroke.Type","Ball.hit.to.lag4","Ball.hit.to.lag3","Ball.hit.to.lag2","Ball.lands","Ball.hit.from","Ball.hit.to","In.out","id","rally_num"
"321","F","1","BV","BS","Z2","Z3","Z5","Z6","Z6","Z2","In",523,88
"322","DP","0","FT","BV","Z3","Z5","Z6","Z2","Z2","Z5","In",524,88
"323","F","1","BS","BT",NA,NA,"Z5","Z4","Z5","Z2","In",527,89
"324","F","1","FT","FT",NA,NA,"Z2","Z3","Z2","Z5","In",531,90
"325","DP","0","BT","FT",NA,"Z2","Z3","Z5","Z5","Z4","In",532,90
"326","F","1","BS","BT","Z2","Z3","Z5","Z4","Z4","Z3","In",533,90
"327","DP","0","FT","BS","Z3","Z5","Z4","Z3","Z4","Z5","In",534,90
"328","F","1","BS","FT","Z5","Z4","Z3","Z5","Z5","Z4","In",535,90
"329","DP","0","FT","BS","Z4","Z3","Z5","Z4","Z4","Z5","In",536,90
"330","F","1","BS","FT","Z3","Z5","Z4","Z5","Z5","Z5","In",537,90
"331","DP","0","FT","BS","Z5","Z4","Z5","Z5","Z5","Z2","In",538,90
"332","F","1","FT","FT","Z4","Z5","Z5","Z2","Z2","Z3","In",539,90
"333","DP","0","FT","FT","Z5","Z5","Z2","Z3","Z3","Z5","In",540,90
"334","F","1","BS","FT","Z5","Z2","Z3","Z5","Z5","Z5","In",541,90
"335","DP","0","FT","BS","Z2","Z3","Z5","Z5","Z5","Z5","Out",542,90
"336","DP","1","FT","BT",NA,NA,"Z3","Z3","Z3","Z2","In",547,92
"337","F","0","FS","FT",NA,"Z3","Z3","Z2","Z2","Z4","In",548,92
"338","DP","1","FT","FS","Z3","Z3","Z2","Z4","Z4","Z5","In",549,92
"339","DP","1","FT","BS",NA,NA,"Z3","Z4","Z4","Z5","In",555,94
"340","F","1","BS","FT",NA,NA,"Z2","Z5","Z5","Z5","In",562,96
"341","DP","0","BT","BS",NA,"Z2","Z5","Z5","Z5","Z4","In",563,96
"342","F","1","FT","BT","Z2","Z5","Z5","Z4","Z4","Z5","In",564,96
"343","DP","0","BT","FT","Z5","Z5","Z4","Z5","Z5","Z4","In",565,96
"344","F","1","BT","BT","Z5","Z4","Z5","Z4","Z4","Z4","In",566,96
"345","DP","0","FT","BT","Z4","Z5","Z4","Z4","Z4","Z5","In",567,96
"346","F","1","FT","FT","Z5","Z4","Z4","Z5","Z5","Z2","Long",568,96
"347","F","1","FO","FS",NA,NA,"Z2","Z5","Z5","Z4","In",571,97
"348","F","1","FL","FT",NA,NA,"Z2","Z3","Z3","Z4","Long",576,99
"349","F","1","BS","FT",NA,NA,"Z4","Z5","Z5","Z4","In",579,100
"350","DP","0","BT","BS",NA,"Z4","Z5","Z4","Z5","Z5","In",580,100
"351","F","1","BS","BT","Z4","Z5","Z4","Z5","Z5","Z1","In",581,100
"352","DP","0","FV","BS","Z5","Z4","Z5","Z1","Z1","Z3","In",582,100
"353","F","1","FT","BT",NA,NA,"Z3","Z4","Z4","Z2","In",585,101
"354","DP","0","FT","FT",NA,"Z3","Z4","Z2","Z2","Z4","In",586,101
"355","F","1","FT","FT","Z3","Z4","Z2","Z4","Z4","Z5","In",587,101
"356","DP","0","FT","FT","Z4","Z2","Z4","Z5","Z5","Z4","In",588,101
"357","F","1","BS","FT","Z2","Z4","Z5","Z4","Z4","Z3","In",589,101
"358","DP","0","FT","BS","Z4","Z5","Z4","Z3","Z2","Z5","Wide",590,101
"359","F","1","FT","BT",NA,NA,"Z5","Z4","Z4","Z5","In",593,102
"360","DP","0","BT","FT",NA,"Z5","Z4","Z5","Z5","Z5","In",594,102
"361","F","1","BS","BT","Z5","Z4","Z5","Z5","Z5","Z4","In",595,102
"362","DP","0","FT","BS","Z4","Z5","Z5","Z4","Z4","Z4","In",596,102
"363","F","1","BS","FT","Z5","Z5","Z4","Z4","Z4","Z5","In",597,102
"364","DP","0","FT","BS","Z5","Z4","Z4","Z5","Z5","Z4","In",598,102
"365","F","1","FT","FT","Z4","Z4","Z5","Z4","Z4","Z4","In",599,102
"366","DP","0","BT","FT","Z4","Z5","Z4","Z4","Z4","Z4","In",600,102
"367","F","1","BS","BT","Z5","Z4","Z4","Z4","Z4","Z4","In",601,102
"368","DP","0","FT","BS","Z4","Z4","Z4","Z4","Z4","Z2","In",602,102
"369","F","1","FT","BT",NA,NA,"Z3","Z3","Z3","Z3","In",608,104
"370","F","1","FT","BS",NA,NA,"Z5","Z5","Z5","Z5","In",612,105
"371","DP","0","BT","FT",NA,"Z5","Z5","Z5","Z5","Z4","In",613,105
"372","F","1","FT","BT","Z5","Z5","Z5","Z4","Z4","Z2","In",614,105
"373","DP","0","FT","FT","Z5","Z5","Z4","Z2","Z3","Z3","In",615,105
"374","F","1","FT","FT","Z5","Z4","Z2","Z3","Z3","Z2","In",616,105
"375","DP","0","FT","FT","Z4","Z2","Z3","Z2","Z2","Z2","In",617,105
"376","F","1","FT","FT","Z2","Z3","Z2","Z2","Z2","Z4","In",618,105
"377","DP","1","FT","BS",NA,NA,"Z3","Z3","Z2","Z2","In",622,106
"378","F","0","FT","FT",NA,"Z3","Z3","Z2","Z2","Z5","Long",623,106
"379","DP","1","BT","BS",NA,NA,"Z3","Z4","Z4","Z5","In",628,108
"380","F","0","BS","BT",NA,"Z3","Z4","Z5","Z5","Z5","In",629,108
"381","DP","1","BT","BS","Z3","Z4","Z5","Z5","Z5","Z2","In",630,108
"382","F","0","FS","BT","Z4","Z5","Z5","Z2","Z3","Z1","In",631,108
"383","DP","1","BT","FS","Z5","Z5","Z2","Z1","Z6","Z5","In",632,108
"384","F","1","FT","FT",NA,NA,"Z3","Z2","Z2","Z2","In",637,110
"385","DP","0","FT","FT",NA,"Z3","Z2","Z2","Z2","Z5","In",638,110
"386","F","1","BS","FT","Z3","Z2","Z2","Z5","Z5","Z5","In",639,110
"387","F","1","FT","BT",NA,NA,"Z3","Z3","Z3","Z4","In",645,112
"388","DP","0","BT","FT",NA,"Z3","Z3","Z4","Z4","Z4","In",646,112
"389","F","1","FT","BT","Z3","Z3","Z4","Z4","Z4","Z5","In",647,112
"390","DP","0","BT","FT","Z3","Z4","Z4","Z5","Z5","Z5","In",648,112
"391","F","1","BT","BT","Z4","Z4","Z5","Z5","Z5","Z4","In",649,112
"392","DP","0","FT","BT","Z4","Z5","Z5","Z4","Z4","Z5","In",650,112
"393","F","1","FS","BS",NA,NA,"Z5","Z3","Z3","Z6","In",654,113
"394","DP","0","BL","FS",NA,"Z5","Z3","Z6","Z5","Z4","In",655,113
"395","F","1","FL","BL","Z5","Z3","Z6","Z4","Z4","Z4","Long",656,113
"396","F","1","FT","FT",NA,NA,"Z3","Z3","Z3","Z2","In",659,114
"397","DP","0","FT","FT",NA,"Z3","Z3","Z2","Z2","Z5","In",660,114
"398","F","1","FT","BT",NA,NA,"Z5","Z3","Z3","Z5","In",663,115
"399","DP","0","BT","FT",NA,"Z5","Z3","Z5","Z5","Z6","In",664,115
"400","F","1","BV","BT","Z5","Z3","Z5","Z6","Z6","Z2","In",665,115
"401","DP","0","FT","BV","Z3","Z5","Z6","Z2","Z2","Z5","In",666,115
"402","DP","1","BT","FS",NA,NA,"Z2","Z5","Z5","Z5","In",669,116
"403","DP","1","FT","BS",NA,NA,"Z5","Z3","Z3","Z5","In",673,117
"404","F","0","BL","FT",NA,"Z5","Z3","Z5","Z5","Z4","In",674,117
"405","DP","1","FT","BL","Z5","Z3","Z5","Z4","Z5","Z5","In",675,117
"406","F","0","BT","FT","Z3","Z5","Z4","Z5","Z5","Z4","In",676,117
"407","DP","1","FT","BT","Z5","Z4","Z5","Z4","Z4","Z2","In",677,117
"408","F","0","FT","FT","Z4","Z5","Z4","Z2","Z2","Z4","In",678,117
"409","DP","1","FT","FT","Z5","Z4","Z2","Z4","Z4","Z5","In",679,117
"410","DP","1","FT","BS",NA,NA,"Z5","Z5","Z5","Z2","In",684,119
"411","F","0","FT","FT",NA,"Z5","Z5","Z2","Z3","Z3","In",685,119
"412","DP","1","FT","FT","Z5","Z5","Z2","Z3","Z3","Z3","Long",686,119
"413","F","1","FT","BS",NA,NA,"Z4","Z4","Z4","Z2","In",691,121
"414","DP","0","FS","FT",NA,"Z4","Z4","Z2","Z2","Z4","In",692,121
"415","F","1","FO","FS","Z4","Z4","Z2","Z4","Z4","Z2","In",693,121
"416","DP","0","FS","FO","Z4","Z2","Z4","Z2","Z2","Z4","Long",694,121
"417","F","1","FS","BT",NA,NA,"Z2","Z4","Z4","Z5","Long",697,122
"418","F","1","FS","FT",NA,NA,"Z4","Z2","Z3","Z5","In",702,124
"419","DP","0","FT","FS",NA,"Z4","Z2","Z5","Z5","Z2","Wide",703,124
"420","DP","1","BT","FT",NA,NA,"Z2","Z5","Z4","Z5","In",706,125
"421","F","0","BS","BT",NA,"Z2","Z5","Z5","Z5","Z5","In",707,125
"422","DP","1","BT","BS","Z2","Z5","Z5","Z5","Z5","Z4","In",708,125
"423","F","0","FT","BT","Z5","Z5","Z5","Z4","Z4","Z2","In",709,125
"424","DP","1","FT","FT","Z5","Z5","Z4","Z2","Z2","Z2","In",710,125
"425","F","1","FT","FT",NA,NA,"Z2","Z3","Z3","Z3","In",715,127
"426","DP","0","FT","FT",NA,"Z2","Z3","Z3","Z3","Z5","In",716,127
"427","F","1","BS","FT","Z2","Z3","Z3","Z5","Z5","Z3","In",717,127
"428","DP","0","FT","BS","Z3","Z3","Z5","Z3","Z3","Z3","In",718,127
"429","F","1","FT","FT","Z3","Z5","Z3","Z3","Z3","Z3","In",719,127
"430","DP","0","FT","FT","Z5","Z3","Z3","Z3","Z3","Z5","In",720,127
"431","F","1","BS","FT","Z3","Z3","Z3","Z5","Z5","Z5","In",721,127
"432","DP","0","FT","BS","Z3","Z3","Z5","Z5","Z5","Z4","In",722,127
"433","F","1","FT","FT","Z3","Z5","Z5","Z4","Z4","Z5","In",723,127
"434","DP","0","BS","FT","Z5","Z5","Z4","Z5","Z5","Z5","In",724,127
"435","F","1","FT","BS","Z5","Z4","Z5","Z5","Z5","Z1","In",725,127
"436","DP","0","FS","FT","Z4","Z5","Z5","Z1","Z2","Z3","In",726,127
"437","F","1","FO","FS","Z5","Z5","Z1","Z3","Z3","Z5","In",727,127
"438","DP","0","BL","FO","Z5","Z1","Z3","Z5","Z5","Z4","Long",728,127
"439","DP","1","FT","BS",NA,NA,"Z5","Z4","Z4","Z5","In",731,128
"440","F","0","FT","FT",NA,"Z5","Z4","Z5","Z5","Z4","Long",732,128
"441","DP","1","BT","BS",NA,NA,"Z2","Z5","Z4","Z5","In",735,129
"442","F","1","FT","BT",NA,NA,"Z5","Z3","Z4","Z5","In",739,130
"443","DP","0","BT","FT",NA,"Z5","Z3","Z5","Z5","Z4","In",740,130
"444","F","1","FT","BT","Z5","Z3","Z5","Z4","Z4","Z2","In",741,130
"445","DP","0","FT","FT","Z3","Z5","Z4","Z2","Z3","Z3","In",742,130
"446","F","1","FT","FT","Z5","Z4","Z2","Z3","Z3","Z4","In",743,130
"447","DP","0","BT","FT","Z4","Z2","Z3","Z4","Z4","Z5","In",744,130
"448","F","1","BS","BT","Z2","Z3","Z4","Z5","Z5","Z5","In",745,130
"449","DP","0","FT","BS","Z3","Z4","Z5","Z5","Z5","Z5","In",746,130
"450","F","1","BS","FT","Z4","Z5","Z5","Z5","Z5","Z2","In",747,130
"451","F","1","FT","FT",NA,NA,"Z2","Z3","Z3","Z2","Long",751,131
"452","DP","1","FT","BS",NA,NA,"Z5","Z4","Z4","Z3","In",754,132
"453","DP","1","BT","BS",NA,NA,"Z3","Z5","Z6","Z2","In",757,133
"454","F","1","FT","FT",NA,NA,"Z4","Z4","Z4","Z5","In",760,134
"455","DP","0","BT","FT",NA,"Z4","Z4","Z5","Z5","Z5","In",761,134
"456","F","1","BT","BT","Z4","Z4","Z5","Z5","Z5","Z4","In",762,134
"457","DP","0","FT","BT","Z4","Z5","Z5","Z4","Z4","Z2","In",763,134
"458","F","1","FT","FT","Z5","Z5","Z4","Z2","Z2","Z4","In",764,134
"459","DP","0","FT","FT","Z5","Z4","Z2","Z4","Z4","Z5","In",765,134
"460","F","1","BS","FT","Z4","Z2","Z4","Z5","Z5","Z4","In",766,134
"461","DP","0","FT","BS","Z2","Z4","Z5","Z4","Z4","Z2","In",767,134
"462","F","1","FS","FT","Z4","Z5","Z4","Z2","Z2","Z4","In",768,134
"463","DP","0","FO","FS","Z5","Z4","Z2","Z4","Z4","Z5","Long",769,134
"464","DP","1","FT","BS",NA,NA,"Z5","Z5","Z5","Z5","In",774,136
"465","F","1","FT","BS",NA,NA,"Z3","Z2","Z2","Z2","In",777,137
"466","F","1","BS","BT",NA,NA,"Z5","Z5","Z5","Z3","In",780,138
"467","DP","0","FT","BS",NA,"Z5","Z5","Z3","Z4","Z2","In",781,138
"468","F","1","FT","FT","Z5","Z5","Z3","Z2","Z2","Z2","In",782,138
"469","DP","0","FT","FT","Z5","Z3","Z2","Z2","Z2","Z5","In",783,138
"470","F","1","BS","FT","Z3","Z2","Z2","Z5","Z4","Z3","In",784,138
"471","DP","0","FT","BS","Z2","Z2","Z5","Z3","Z3","Z2","In",785,138
"472","F","1","FT","FT","Z2","Z5","Z3","Z2","Z2","Z5","In",786,138
"473","DP","0","BT","FT","Z5","Z3","Z2","Z5","Z5","Z3","In",787,138
"474","F","1","FT","BT","Z3","Z2","Z5","Z3","Z3","Z2","In",788,138
"475","DP","0","FT","FT","Z2","Z5","Z3","Z2","Z2","Z4","Long",789,138
"476","DP","1","FT","BT",NA,NA,"Z5","Z4","Z4","Z2","In",794,140
"477","F","0","FS","FT",NA,"Z5","Z4","Z2","Z2","Z4","In",795,140
"478","DP","1","FT","FS","Z5","Z4","Z2","Z4","Z4","Z5","In",796,140
"479","F","0","BS","FT","Z4","Z2","Z4","Z5","Z5","Z4","In",797,140
"480","DP","1","FT","BS","Z2","Z4","Z5","Z4","Z4","Z3","In",798,140
"481","F","0","FT","FT","Z4","Z5","Z4","Z3","Z3","Z3","In",799,140
"482","DP","1","FT","FT","Z5","Z4","Z3","Z3","Z2","Z5","In",800,140
"483","F","0","BS","FT","Z4","Z3","Z3","Z5","Z5","Z5","Long",801,140
"484","F","1","FT","FT",NA,NA,"Z2","Z4","Z3","Z4","In",816,146
"485","DP","0","BT","FT",NA,"Z2","Z4","Z4","Z4","Z2","In",817,146
"486","F","1","FT","FT",NA,NA,"Z4","Z4","Z4","Z3","In",820,147
"487","DP","0","FT","FT",NA,"Z4","Z4","Z3","Z3","Z5","Wide",821,147
"488","F","1","BS","BT",NA,NA,"Z2","Z5","Z5","Z5","In",824,148
"489","DP","0","BT","BS",NA,"Z2","Z5","Z5","Z5","Z5","In",825,148
"490","F","1","BS","BT","Z2","Z5","Z5","Z5","Z5","Z4","In",826,148
"491","DP","0","BT","BS","Z5","Z5","Z5","Z4","Z5","Z2","Long",827,148
"492","F","1","FO","BS",NA,NA,"Z5","Z5","Z5","Z5","In",830,149
"493","DP","1","FT","BS",NA,NA,"Z5","Z4","Z4","Z4","In",835,151
"494","F","0","BS","FT",NA,"Z5","Z4","Z4","Z4","Z4","In",836,151
"495","DP","1","FT","BS","Z5","Z4","Z4","Z5","Z5","Z4","In",837,151
"496","F","0","BS","FT","Z4","Z4","Z4","Z4","Z5","Z2","In",838,151
"497","DP","1","FT","FT",NA,NA,"Z2","Z2","Z2","Z5","In",841,152
"498","F","0","BS","FT",NA,"Z2","Z2","Z5","Z5","Z5","In",842,152
"499","DP","1","BT","BS","Z2","Z2","Z5","Z5","Z5","Z5","In",843,152
"500","F","0","BS","BT","Z2","Z5","Z5","Z5","Z5","Z5","In",844,152
"501","DP","1","BT","BS","Z5","Z5","Z5","Z5","Z5","Z4","In",845,152
"502","F","0","FT","BT","Z5","Z5","Z5","Z4","Z4","Z5","Wide",846,152
"503","DP","1","FT","FT",NA,NA,"Z4","Z4","Z4","Z3","In",849,153
"504","F","0","FT","FT",NA,"Z4","Z4","Z3","Z3","Z4","In",850,153
"505","DP","1","BT","FT","Z4","Z4","Z3","Z4","Z4","Z4","In",851,153
"506","F","0","FT","BT","Z4","Z3","Z4","Z4","Z4","Z3","In",852,153
"507","DP","1","FT","FT","Z3","Z4","Z4","Z3","Z3","Z2","In",853,153
"508","F","0","FT","FT","Z4","Z4","Z3","Z2","Z2","Z3","In",854,153
"509","DP","1","FT","FT","Z4","Z3","Z2","Z3","Z2","Z4","In",855,153
"510","DP","1","FT","BS",NA,NA,"Z3","Z3","Z3","Z2","In",859,154
"511","F","0","FS","FT",NA,"Z3","Z3","Z2","Z2","Z4","Long",860,154
"512","F","1","BS","FT",NA,NA,"Z2","Z5","Z4","Z4","In",863,155
"513","DP","0","BT","BS",NA,"Z2","Z5","Z4","Z4","Z3","In",864,155
"514","F","1","FT","BT","Z2","Z5","Z4","Z3","Z3","Z3","Long",865,155
"515","F","1","FT","FT",NA,NA,"Z2","Z3","Z3","Z3","In",870,157
"516","DP","0","FT","FT",NA,"Z2","Z3","Z3","Z3","Z3","Long",871,157
"517","F","1","FT","BT",NA,NA,"Z5","Z4","Z4","Z2","In",874,158
"518","DP","1","FT","FT",NA,NA,"Z4","Z4","Z4","Z5","In",881,161
"519","F","0","BS","FT",NA,"Z4","Z4","Z5","Z5","Z3","In",882,161
"520","DP","1","FT","BS","Z4","Z4","Z5","Z3","Z3","Z2","In",883,161
"521","F","0","FS","FT","Z4","Z5","Z3","Z2","Z2","Z4","Long",884,161
"522","DP","1","FT","FS",NA,NA,"Z2","Z3","Z3","Z3","In",887,162
"523","F","0","FT","FT",NA,"Z2","Z3","Z3","Z3","Z3","In",888,162
"524","DP","1","FT","FT","Z2","Z3","Z3","Z3","Z3","Z3","In",889,162
"525","F","1","FT","FT",NA,NA,"Z2","Z3","Z3","Z5","In",895,164
"526","F","1","FT","BS",NA,NA,"Z5","Z4","Z4","Z5","In",898,165
"527","F","1","FT","BT",NA,NA,"Z5","Z4","Z4","Z4","In",904,167
"528","DP","0","FT","FT",NA,"Z5","Z4","Z4","Z4","Z5","In",905,167
"529","F","1","BT","FT","Z5","Z4","Z4","Z5","Z5","Z4","In",906,167
"530","DP","0","FT","BT","Z4","Z4","Z5","Z4","Z4","Z5","In",907,167
"531","F","1","BS","FT","Z4","Z5","Z4","Z5","Z5","Z4","In",908,167
"532","DP","0","FT","BS","Z5","Z4","Z5","Z4","Z4","Z2","In",909,167
"533","F","1","FT","FT","Z4","Z5","Z4","Z2","Z2","Z3","Long",910,167
"534","F","1","FT","FT",NA,NA,"Z2","Z3","Z3","Z2","Wide",913,168
"535","F","1","BT","FT",NA,NA,"Z4","Z5","Z5","Z4","In",916,169
"536","DP","0","BT","BT",NA,"Z4","Z5","Z4","Z4","Z5","In",917,169
"537","F","1","BS","BT","Z4","Z5","Z4","Z5","Z5","Z3","In",918,169
"538","DP","0","FT","BS","Z5","Z4","Z5","Z3","Z3","Z2","In",919,169
"539","F","1","FT","FT","Z4","Z5","Z3","Z2","Z2","Z3","Long",920,169
"540","DP","1","FT","FT",NA,NA,"Z2","Z3","Z3","Z5","Wide",923,170
"541","DP","1","FT","BS",NA,NA,"Z5","Z4","Z4","Z3","In",926,171
"542","F","0","FT","FT",NA,"Z5","Z4","Z3","Z3","Z4","In",927,171
"543","DP","1","FT","FT","Z5","Z4","Z3","Z4","Z4","Z2","In",928,171
"544","F","0","FT","FT","Z4","Z3","Z4","Z2","Z2","Z5","In",929,171
"545","DP","1","FT","FT","Z3","Z4","Z2","Z5","Z5","Z5","In",930,171
"546","F","0","BS","FT","Z4","Z2","Z5","Z5","Z5","Z3","In",931,171
"547","DP","1","FT","BS","Z2","Z5","Z5","Z3","Z3","Z5","In",932,171
"548","F","0","BS","FT","Z5","Z5","Z3","Z5","Z5","Z5","In",933,171
"549","DP","1","BT","BS","Z5","Z3","Z5","Z5","Z5","Z4","In",934,171
"550","F","0","BS","BT","Z3","Z5","Z5","Z4","Z4","Z3","In",935,171
"551","DP","1","FT","BS","Z5","Z5","Z4","Z3","Z2","Z5","In",936,171
"552","F","0","BS","FT","Z5","Z4","Z3","Z5","Z4","Z5","In",937,171
"553","DP","1","FT","FT",NA,NA,"Z3","Z3","Z3","Z2","In",940,172
"554","F","0","FT","FT",NA,"Z3","Z3","Z2","Z2","Z3","In",941,172
"555","DP","1","FT","FT","Z3","Z3","Z2","Z3","Z3","Z4","Long",942,172
"556","DP","1","BT","BS",NA,NA,"Z5","Z5","Z5","Z5","In",945,173
"557","DP","1","FT","FT",NA,NA,"Z3","Z3","Z3","Z2","In",949,174
"558","F","0","FT","FT",NA,"Z3","Z3","Z2","Z2","Z2","In",950,174
"559","DP","1","FT","FT","Z3","Z3","Z2","Z2","Z2","Z5","In",951,174
"560","F","0","BS","FT","Z3","Z2","Z2","Z5","Z5","Z5","In",952,174
"561","DP","1","BS","BS","Z2","Z2","Z5","Z5","Z5","Z5","In",953,174
"562","F","0","BS","BS","Z2","Z5","Z5","Z5","Z5","Z5","In",954,174
"563","DP","1","BT","BS","Z5","Z5","Z5","Z5","Z5","Z4","In",955,174
"564","F","0","FT","BT","Z5","Z5","Z5","Z4","Z4","Z4","In",956,174
"565","DP","1","BT","FT","Z5","Z5","Z4","Z4","Z5","Z4","In",957,174
"566","F","0","FT","BT","Z5","Z4","Z4","Z4","Z4","Z3","In",958,174
"567","DP","1","FT","FT","Z4","Z4","Z4","Z3","Z3","Z2","In",959,174
"568","F","0","FS","FT","Z4","Z4","Z3","Z2","Z2","Z4","In",960,174
"569","DP","1","FT","FS","Z4","Z3","Z2","Z4","Z4","Z5","In",961,174
"570","F","0","BT","FT","Z3","Z2","Z4","Z5","Z5","Z4","In",962,174
"571","DP","1","FT","BT","Z2","Z4","Z5","Z4","Z4","Z3","In",963,174
"572","F","0","FT","FT","Z4","Z5","Z4","Z3","Z3","Z3","Long",964,174
"573","DP","1","FT","BS",NA,NA,"Z5","Z4","Z4","Z3","In",967,175
"574","F","0","FT","FT",NA,"Z5","Z4","Z3","Z3","Z3","In",968,175
"575","DP","1","FT","FT","Z5","Z4","Z3","Z3","Z3","Z4","In",969,175
"576","F","0","FT","FT","Z4","Z3","Z3","Z4","Z4","Z5","In",970,175
"577","DP","1","BT","FT","Z3","Z3","Z4","Z5","Z5","Z5","Long",971,175
"578","F","1","FT","BT",NA,NA,"Z3","Z4","Z4","Z4","Long",976,177
"579","F","1","BS","FT",NA,NA,"Z4","Z5","Z5","Z4","In",979,178
"580","DP","0","FT","BS",NA,"Z4","Z5","Z4","Z4","Z2","In",980,178
"581","F","1","FT","FT","Z4","Z5","Z4","Z2","Z2","Z2","In",981,178
"582","DP","0","FT","FT","Z5","Z4","Z2","Z2","Z2","Z5","In",982,178
"583","F","1","BT","FT","Z4","Z2","Z2","Z5","Z5","Z5","In",983,178
"584","DP","0","BT","BT","Z2","Z2","Z5","Z5","Z5","Z5","In",984,178
"585","F","1","BS","BT","Z2","Z5","Z5","Z5","Z5","Z3","In",985,178
"586","DP","0","FT","BS","Z5","Z5","Z5","Z3","Z3","Z2","In",986,178
"587","F","1","FT","FT",NA,NA,"Z2","Z2","Z2","Z2","In",990,179
"588","DP","0","FT","FT",NA,"Z2","Z2","Z2","Z2","Z4","In",991,179
"589","DP","1","BT","FS",NA,NA,"Z2","Z4","Z4","Z5","In",1001,183
"590","F","0","BS","BT",NA,"Z2","Z4","Z5","Z5","Z2","In",1002,183
"591","DP","1","FT","BS","Z2","Z4","Z5","Z2","Z3","Z2","In",1003,183
"592","F","0","FL","FT","Z4","Z5","Z2","Z2","Z2","Z2","In",1004,183
"593","DP","1","FT","FT",NA,NA,"Z4","Z4","Z4","Z5","In",1008,184
"594","F","0","BS","FT",NA,"Z4","Z4","Z5","Z5","Z4","In",1009,184
"595","DP","1","FT","BS","Z4","Z4","Z5","Z4","Z4","Z5","In",1010,184
"596","F","0","BS","FT","Z4","Z5","Z4","Z5","Z5","Z5","In",1011,184
"597","DP","1","BT","BS","Z5","Z4","Z5","Z5","Z5","Z4","In",1012,184
"598","F","0","BT","BT","Z4","Z5","Z5","Z4","Z4","Z4","In",1013,184
"599","DP","1","FT","BT","Z5","Z5","Z4","Z4","Z4","Z2","In",1014,184
"600","F","0","FS","FT","Z5","Z4","Z4","Z2","Z2","Z3","In",1015,184
"601","DP","1","FT","FS","Z4","Z4","Z2","Z3","Z3","Z4","In",1016,184
"602","F","0","BT","FT","Z4","Z2","Z3","Z4","Z4","Z5","In",1017,184
"603","DP","1","BT","BT","Z2","Z3","Z4","Z5","Z5","Z2","In",1018,184
"604","F","0","FT","BT","Z3","Z4","Z5","Z2","Z3","Z2","In",1019,184
"605","DP","1","FS","FT","Z4","Z5","Z2","Z2","Z2","Z3","In",1020,184
"606","F","0","FV","FS","Z5","Z2","Z2","Z3","Z3","Z1","In",1021,184
"607","DP","1","FT","BS",NA,NA,"Z3","Z4","Z4","Z5","In",1024,185
"608","F","0","BS","FT",NA,"Z3","Z4","Z5","Z5","Z3","In",1025,185
"609","DP","1","FT","BS","Z3","Z4","Z5","Z3","Z3","Z2","In",1026,185
"610","F","1","FT","FT",NA,NA,"Z2","Z3","Z3","Z5","In",1031,187
"611","DP","0","FT","FT",NA,"Z2","Z3","Z5","Z5","Z4","In",1032,187
"612","F","1","FT","FT","Z2","Z3","Z5","Z4","Z4","Z3","In",1033,187
"613","DP","0","FT","FT","Z3","Z5","Z4","Z3","Z3","Z2","In",1034,187
"614","F","1","BT","BT",NA,NA,"Z5","Z5","Z5","Z4","In",1038,188
"615","DP","0","FS","BT",NA,"Z5","Z5","Z4","Z4","Z2","Wide",1039,188
"616","F","1","BS","FT",NA,NA,"Z4","Z5","Z5","Z5","In",1044,190
"617","DP","0","BT","BS",NA,"Z4","Z5","Z5","Z5","Z2","In",1045,190
"618","F","1","FT","BT","Z4","Z5","Z5","Z2","Z2","Z2","In",1046,190
"619","DP","0","FT","FT","Z5","Z5","Z2","Z2","Z2","Z2","In",1047,190
"620","F","1","FT","FT",NA,NA,"Z2","Z3","Z3","Z4","In",1051,191
"621","DP","0","BT","FT",NA,"Z2","Z3","Z4","Z4","Z3","In",1052,191
"622","F","1","FT","BT","Z2","Z3","Z4","Z3","Z3","Z2","In",1053,191
"623","DP","0","FV","FT","Z3","Z4","Z3","Z2","Z2","Z5","Long",1054,191
"624","DP","1","FT","BS",NA,NA,"Z3","Z3","Z3","Z2","In",1057,192
"625","F","0","FT","FT",NA,"Z3","Z3","Z2","Z2","Z2","In",1058,192
"626","DP","1","FT","FT","Z3","Z3","Z2","Z2","Z2","Z5","In",1059,192
"627","F","0","BS","FT","Z3","Z2","Z2","Z5","Z5","Z5","In",1060,192
"628","DP","1","BS","BS",NA,NA,"Z5","Z4","Z5","Z2","In",1064,193
"629","F","0","FS","BS",NA,"Z5","Z4","Z2","Z2","Z2","Wide",1065,193
"630","DP","1","BT","BS",NA,NA,"Z3","Z5","Z5","Z5","In",1068,194
"631","F","0","BS","BT",NA,"Z3","Z5","Z5","Z5","Z2","In",1069,194
"632","DP","1","FT","BS","Z3","Z5","Z5","Z2","Z3","Z4","In",1070,194
"633","F","0","BS","FT","Z5","Z5","Z2","Z4","Z4","Z4","In",1071,194
"634","DP","1","FT","BS","Z5","Z2","Z4","Z4","Z4","Z5","In",1072,194
"635","F","0","BS","FT","Z2","Z4","Z4","Z5","Z5","Z5","In",1073,194
"636","DP","1","BT","BS","Z4","Z4","Z5","Z5","Z5","Z2","In",1074,194
"637","F","0","FT","BT","Z4","Z5","Z5","Z2","Z2","Z5","In",1075,194
"638","DP","1","BS","FT","Z5","Z5","Z2","Z5","Z5","Z5","In",1076,194
"639","F","0","BS","BS","Z5","Z2","Z5","Z5","Z5","Z5","In",1077,194
